ApplicationNumber,Graduate,Residence,MaritalStatus
12627,No,Semi Urban,Single
12628,No,Urban,Married
12629,No,Rural,Single
12631,No,Urban,Married
12632,No,Semi Urban,Married
12634,No,Urban,Married
12635,No,Urban,Married
12636,No,Rural,Married
12639,No,Urban,Single
12640,Yes,Urban,Single
12641,Yes,Urban,Married
12645,No,Rural,Single
12647,No,Semi Urban,Married
12649,No,Rural,Married
12650,No,Rural,Single
12651,No,Urban,Married
12656,No,Urban,Single
12657,No,Rural,Married
12663,No,Rural,Married
12665,No,Rural,Married
12666,Yes,Rural,Married
12669,No,Semi Urban,Married
12670,No,Rural,Married
12672,No,Urban,Single
12673,No,Urban,Married
12675,No,Rural,Married
12676,No,Urban,Married
12677,No,Rural,Single
12679,Yes,Rural,Married
12680,No,Urban,Married
12682,No,Rural,Married
12684,No,Urban,Married
12689,Yes,Rural,Married
12690,Yes,Rural,Married
12692,No,Urban,Married
12693,No,Semi Urban,Married
12694,Yes,Urban,Single
12697,No,Rural,Married
12699,No,Urban,Single
12700,No,Semi Urban,Single
12703,Yes,Urban,Married
12704,No,Rural,Single
12710,No,Urban,Married
12711,Yes,Rural,Married
12714,Yes,Semi Urban,Married
12716,Yes,Semi Urban,Single
12717,No,Semi Urban,Married
12719,No,Rural,Single
12720,No,Urban,Married
12721,Yes,Rural,Married
12723,Yes,Rural,Single
12725,No,Urban,Single
12726,Yes,Semi Urban,Married
12727,Yes,Urban,Single
12730,Yes,Semi Urban,Married
12731,Yes,Semi Urban,Single
12732,No,Urban,Married
12733,No,Rural,Married
12734,No,Urban,Married
12737,Yes,Rural,Married
12740,Yes,Rural,Married
12743,No,Rural,Married
12744,No,Urban,Single
12752,Yes,Rural,Married
12755,No,Rural,Single
12756,No,Rural,Single
12757,No,Semi Urban,Married
12758,No,Urban,Married
12759,No,Urban,Married
12760,No,Rural,Married
12761,Yes,Rural,Married
12768,No,Urban,Married
12769,No,Urban,Married
12770,Yes,Rural,Married
12771,No,Rural,Married
12773,No,Semi Urban,Married
12780,No,Urban,Married
12782,No,Rural,Married
12788,No,Urban,Married
12792,No,Urban,Married
12793,No,Rural,Married
12796,Yes,Rural,Single
12799,Yes,Rural,Married
12800,Yes,Rural,Married
12801,No,Urban,Married
12803,No,Rural,Single
12804,No,Semi Urban,Single
12806,Yes,Rural,Married
12808,Yes,Urban,Single
12809,No,Rural,Married
12811,Yes,Rural,Married
12814,No,Rural,Single
12815,No,Rural,Married
12818,Yes,Urban,Married
12819,No,Urban,Married
12820,No,Semi Urban,Married
12822,No,Urban,Married
12828,No,Rural,Married
12830,No,Urban,Single
12832,No,Urban,Married
12833,No,Urban,Married
12835,No,Rural,Single
12836,No,Rural,Single
12838,No,Urban,Married
12840,Yes,Rural,Single
12843,No,Semi Urban,Married
12845,No,Urban,Single
12847,No,Semi Urban,Single
12851,No,Rural,Married
12857,Yes,Rural,Married
12858,No,Urban,Married
12861,Yes,Urban,Married
12862,Yes,Semi Urban,Married
12865,No,Urban,Married
12867,No,Rural,Married
12868,No,Urban,Single
12870,Yes,Semi Urban,Married
12871,Yes,Rural,Married
12873,Yes,Urban,Single
12874,No,Rural,Single
12876,No,Urban,Married
12882,No,Rural,Married
12884,Yes,Semi Urban,Married
12886,No,Semi Urban,Single
12887,No,Rural,Married
12889,No,Urban,Married
12893,No,Rural,Single
12894,No,Semi Urban,Married
12895,Yes,Rural,Married
12897,No,Semi Urban,Married
12899,No,Rural,Married
12900,Yes,Rural,Single
12902,No,Urban,Married
12904,Yes,Urban,Single
12905,No,Rural,Single
12906,Yes,Semi Urban,Married
12908,No,Rural,Married
12913,No,Urban,Married
12915,No,Rural,Married
12917,No,Rural,Married
12919,No,Rural,Single
12924,No,Urban,Single
12926,No,Urban,Married
12928,No,Urban,Married
12929,No,Urban,Single
12930,No,Rural,Married
12932,Yes,Urban,Married
12937,No,Urban,Married
12938,No,Semi Urban,Married
12942,No,Urban,Married
12943,Yes,Urban,Single
12945,Yes,Rural,Single
12946,No,Urban,Married
12947,No,Urban,Married
12949,No,Rural,Married
12953,Yes,Semi Urban,Married
12956,No,Rural,Married
12958,No,Urban,Single
12959,No,Urban,Single
12960,Yes,Urban,Married
12963,No,Rural,Single
12964,No,Rural,Married
12966,No,Urban,Married
12967,Yes,Urban,Single
12969,Yes,Rural,Married
12970,No,Rural,Single
12971,Yes,Urban,Married
12972,No,Urban,Married
12973,Yes,Urban,Married
12974,No,Urban,Married
12975,Yes,Urban,Married
12977,Yes,Rural,Single
12978,No,Semi Urban,Married
12979,No,Urban,Married
12980,No,Urban,Married
12982,Yes,Rural,Single
12984,No,Semi Urban,Single
12985,Yes,Rural,Married
12987,Yes,Rural,Married
12988,No,Urban,Married
12989,No,Urban,Single
12991,No,Semi Urban,Single
12992,No,Rural,Married
12993,No,Rural,Single
12994,No,Urban,Married
13000,No,Rural,Single
13003,No,Rural,Married
13004,Yes,Urban,Married
13006,No,Rural,Married
13008,No,Semi Urban,Married
13009,No,Rural,Married
13013,No,Rural,Single
13014,No,Rural,Single
13016,No,Urban,Married
13019,No,Rural,Married
13020,No,Urban,Married
13021,No,Urban,Married
13022,No,Rural,Married
13024,No,Rural,Single
13028,No,Urban,Married
13032,Yes,Urban,Married
13033,No,Semi Urban,Single
13034,No,Rural,Single
13035,No,Urban,Single
13039,No,Urban,Married
13048,No,Urban,Married
13050,No,Urban,Single
13051,No,Urban,Married
13052,Yes,Rural,Single
13054,No,Urban,Single
13055,No,Urban,Married
13056,No,Rural,Married
13057,No,Rural,Single
13058,No,Urban,Married
13059,No,Urban,Single
13060,Yes,Rural,Married
13061,No,Rural,Single
13068,Yes,Urban,Married
13070,Yes,Rural,Single
13072,No,Rural,Married
13074,No,Rural,Married
13077,Yes,Urban,Married
13079,Yes,Urban,Married
13080,No,Urban,Single
13081,No,Urban,Married
13086,No,Semi Urban,Married
13087,No,Urban,Married
13090,No,Semi Urban,Single
13091,No,Urban,Single
13094,No,Urban,Single
13096,No,Urban,Single
13098,Yes,Semi Urban,Married
13103,No,Urban,Married
13110,No,Rural,Single
13112,No,Urban,Married
13113,No,Urban,Single
13114,Yes,Urban,Single
13119,No,Rural,Married
13125,No,Urban,Single
13126,No,Urban,Married
13135,No,Rural,Single
13136,No,Rural,Married
13138,No,Urban,Married
13139,No,Urban,Single
13140,No,Rural,Single
13143,No,Urban,Married
13145,Yes,Urban,Married
13146,No,Rural,Married
13147,No,Semi Urban,Married
13148,No,Rural,Single
13152,No,Urban,Married
13156,No,Rural,Married
13159,Yes,Urban,Single
13160,No,Rural,Single
13163,No,Urban,Married
13164,No,Urban,Married
13167,No,Urban,Single
13171,No,Rural,Married
13172,Yes,Rural,Married
13173,No,Rural,Single
13174,No,Rural,Married
13175,Yes,Rural,Single
13177,No,Rural,Married
13179,No,Rural,Married
13182,Yes,Rural,Single
13184,Yes,Urban,Married
13185,No,Urban,Single
13188,Yes,Urban,Married
13190,Yes,Semi Urban,Married
13191,No,Urban,Married
13196,Yes,Rural,Single
13197,No,Rural,Single
