ApplicationNumber,OpenCredit,MonthlyCreditPayment,CreditHistory,MinBalance,ChequeBounce,DebitToDemat
10726,20500.0,477.0,55.0,1.0,No,No
10727,420300.0,16165.0,12.0,2.0,No,No
10728,219800.00000000003,4227.0,63.0,0.0,No,No
10729,283200.0000000001,4800.0,53.0,2.0,No,No
10730,0.0,0.0,66.0,1.0,Yes,No
10731,112200.0,2439.0,1.0,1.0,No,No
10732,28400.0,7100.0,15.0,1.0,No,No
10733,503800.00000000006,14394.0,53.0,0.0,No,No
10734,366800.0,7192.0,60.0,0.0,No,No
10735,137200.0,7622.0,42.0,0.0,No,No
10736,33000.0,702.0,69.0,1.0,No,No
10737,204400.00000000003,4258.0,77.0,1.0,Yes,No
10738,64800.0,1137.0,54.0,1.0,No,No
10739,80100.0,2584.0,22.0,0.0,No,No
10740,0.0,0.0,11.0,0.0,Yes,No
10741,194400.0,3812.0,68.0,4.0,Yes,No
10742,176000.0,4093.0,16.0,1.0,No,No
10743,388000.0,19400.0,40.0,3.0,No,No
10744,52400.0,1747.0,76.0,1.0,Yes,No
10745,352000.0,6175.0,17.0,0.0,No,No
10746,40600.000000000015,725.0,20.0,3.0,No,Yes
10747,74700.0,5746.0,88.0,0.0,No,Yes
10748,7100.0,142.0,51.0,0.0,Yes,Yes
10749,154400.0,7018.0,12.0,2.0,No,No
10750,33600.0,862.0,69.0,1.0,No,No
10751,233000.0,4854.0,11.0,1.0,No,No
10752,80000.0,1356.0,19.0,0.0,No,No
10753,47600.00000000001,1587.0,6.0,0.0,No,No
10754,245500.0,5845.0,17.0,1.0,No,No
10755,52800.0,2514.0,91.0,1.0,No,No
10756,18000.0,3600.0,11.0,0.0,No,No
10757,66400.0,2012.0,67.0,2.0,Yes,No
10758,403500.0,15519.0,27.0,0.0,No,Yes
10759,76000.0,2533.0,30.0,4.0,Yes,Yes
10760,208500.0,3934.0,38.0,2.0,Yes,No
10761,199000.0,19900.0,14.0,1.0,No,No
10762,133600.0,13360.0,15.0,1.0,No,No
10763,770000.0000000001,15098.0,26.0,2.0,No,No
10764,44100.00000000001,2100.0,2.0,1.0,No,Yes
10765,106400.0,2046.0,58.0,1.0,No,No
10766,159200.0,3317.0,8.0,1.0,No,No
10767,575900.0,95983.0,76.0,2.0,No,No
10768,0.0,0.0,17.0,0.0,No,No
10769,88800.00000000001,1675.0,95.0,1.0,Yes,No
10770,60200.00000000001,2736.0,50.0,1.0,No,Yes
10771,66600.00000000001,2896.0,47.0,2.0,No,No
10772,100000.0,1818.0,6.0,2.0,No,No
10773,212800.00000000003,8185.0,77.0,1.0,No,Yes
10774,0.0,0.0,63.0,2.0,No,No
10775,78800.0,5629.0,5.0,0.0,No,Yes
10776,51600.00000000001,1613.0,48.0,3.0,No,No
10777,37500.0,1172.0,88.0,2.0,No,Yes
10778,60900.00000000001,2342.0,7.0,1.0,No,No
10779,6400.0,457.0,45.0,0.0,No,Yes
10780,390000.0,7091.0,45.0,1.0,No,No
10781,97600.0,2568.0,67.0,4.0,No,No
10782,171000.0,3054.0,11.0,0.0,No,No
10783,182000.0,5200.0,55.0,3.0,Yes,No
10784,108500.0,21700.0,45.0,2.0,Yes,No
10785,192000.0,27429.0,14.0,3.0,No,No
10786,65600.0,1726.0,17.0,0.0,No,No
10787,71200.0,1618.0,79.0,1.0,No,No
10788,292800.0000000001,4963.0,48.0,1.0,No,Yes
10789,423500.00000000006,16940.0,53.0,1.0,No,Yes
10790,166000.0,3192.0,13.0,2.0,No,Yes
10791,225400.00000000003,9392.0,9.0,0.0,No,No
10792,240000.0,7742.0,62.0,1.0,No,No
10793,378000.0,22235.0,1.0,0.0,No,No
10794,118500.0,2633.0,59.0,0.0,No,No
10795,297000.0,6188.0,1.0,0.0,No,Yes
10796,486000.0,15677.0,90.0,2.0,Yes,No
10797,166400.0,5200.0,7.0,1.0,Yes,No
10798,0.0,0.0,21.0,2.0,Yes,No
10799,218400.00000000003,8400.0,5.0,1.0,No,No
10800,86800.00000000001,3617.0,11.0,1.0,No,No
10801,70800.00000000001,1686.0,38.0,1.0,No,No
10802,209000.00000000003,13063.0,42.0,1.0,No,No
10803,472000.0,23600.0,68.0,0.0,No,No
10804,309000.0,13435.0,95.0,3.0,No,No
10805,59600.0,14900.0,20.0,1.0,No,No
10806,60900.00000000001,1128.0,29.0,2.0,Yes,No
10807,16800.0,295.0,76.0,1.0,No,No
10808,49200.0,1171.0,94.0,3.0,Yes,No
10809,415800.0,9240.0,25.0,0.0,Yes,Yes
10810,7900.0,718.0,11.0,0.0,No,Yes
10811,82500.0,2500.0,13.0,2.0,Yes,No
10812,96500.0,2298.0,83.0,0.0,No,No
10813,183200.0,6543.0,49.0,1.0,No,No
10814,328900.0,5671.0,31.0,1.0,No,Yes
10815,569800.0,10360.0,16.0,1.0,No,Yes
10816,388000.0,29846.0,86.0,0.0,No,No
10817,143600.0,5744.0,65.0,0.0,No,No
10818,134400.00000000006,7467.0,16.0,3.0,No,No
10819,32900.0,700.0,5.0,2.0,No,No
10820,89600.0,1906.0,94.0,0.0,Yes,No
10821,96000.0,1811.0,40.0,2.0,No,No
10822,269500.0,53900.0,5.0,0.0,No,No
10823,340200.0000000001,12150.0,58.0,0.0,No,No
10824,258800.0,16175.0,67.0,2.0,No,No
10825,51600.0,4691.0,11.0,1.0,No,No
10826,54800.0,1075.0,78.0,0.0,No,No
10827,157200.00000000006,2758.0,62.0,2.0,No,Yes
10828,0.0,0.0,39.0,0.0,No,Yes
10829,322200.0,8479.0,43.0,2.0,No,No
10830,320400.0000000001,8659.0,80.0,3.0,Yes,No
10831,32800.0,1171.0,76.0,1.0,No,No
10832,284200.0,4817.0,40.0,3.0,No,No
10833,85800.00000000001,3178.0,79.0,0.0,No,No
10834,47600.0,1013.0,90.0,0.0,No,No
10835,191000.0,17364.0,87.0,0.0,No,No
10836,140400.0,2600.0,34.0,1.0,No,No
10837,413400.0,20670.0,94.0,0.0,No,No
10838,130200.0,3829.0,79.0,1.0,No,No
10839,28000.0,700.0,73.0,4.0,Yes,No
10840,61000.0,1848.0,32.0,3.0,Yes,No
10841,202000.0,3544.0,43.0,0.0,No,No
10842,34500.0,8625.0,41.0,1.0,No,No
10843,289100.0,9326.0,19.0,1.0,No,No
10844,132600.00000000006,2326.0,23.0,0.0,No,No
10845,148200.00000000006,8233.0,88.0,1.0,No,Yes
10846,492800.00000000006,30800.0,80.0,1.0,No,No
10847,0.0,0.0,66.0,4.0,No,Yes
10848,273600.0000000001,9771.0,95.0,1.0,No,No
10849,260400.00000000003,4490.0,22.0,1.0,No,No
10850,108400.0,2581.0,49.0,1.0,No,Yes
10851,69300.0,1732.0,47.0,0.0,No,No
10852,175000.0,13462.0,64.0,2.0,No,Yes
10853,57400.00000000001,1400.0,8.0,2.0,Yes,No
10854,0.0,0.0,47.0,0.0,No,No
10855,592800.0000000001,14459.0,35.0,0.0,No,Yes
10856,458400.00000000006,10660.0,31.0,0.0,No,No
10857,33600.0,3360.0,15.0,2.0,No,No
10858,328800.0,9133.0,0.0,1.0,Yes,No
10859,19800.000000000004,396.0,41.0,1.0,No,No
10860,26600.0,502.0,65.0,0.0,No,No
10861,106000.0,3786.0,27.0,1.0,Yes,No
10862,109800.0,27450.0,2.0,1.0,No,Yes
10863,76800.0,5486.0,20.0,1.0,Yes,No
10864,52500.0,4038.0,77.0,2.0,No,No
10865,35000.0,814.0,17.0,0.0,No,No
10866,72800.0,2275.0,73.0,3.0,No,No
10867,145600.0,8565.0,30.0,2.0,Yes,No
10868,234800.0,10673.0,14.0,0.0,No,No
10869,110400.0,4246.0,63.0,0.0,No,Yes
10870,88800.00000000001,5224.0,63.0,3.0,Yes,No
10871,433200.00000000006,28880.0,72.0,0.0,No,No
10872,103600.0,5756.0,53.0,1.0,Yes,No
10873,157500.0,4257.0,17.0,0.0,No,Yes
10874,48000.0,1846.0,11.0,2.0,Yes,No
10875,77500.0,1938.0,76.0,1.0,Yes,No
10876,64500.0,1194.0,4.0,0.0,No,Yes
10877,481000.0,8153.0,52.0,0.0,No,Yes
10878,134000.0,2913.0,67.0,1.0,No,No
10879,291000.0,7865.0,69.0,2.0,No,Yes
10880,438000.0,7821.0,10.0,1.0,No,No
10881,223300.00000000003,14887.0,94.0,2.0,No,No
10882,235000.0,4052.0,81.0,0.0,Yes,No
10883,89400.00000000001,1656.0,1.0,0.0,No,No
10884,795000.0,41842.0,5.0,4.0,No,Yes
10885,80500.0,1388.0,13.0,0.0,No,No
10886,20000.0,400.0,29.0,0.0,No,No
10887,157500.00000000006,6848.0,2.0,3.0,No,No
10888,425400.00000000006,7210.0,55.0,1.0,No,No
10889,37000.0,1682.0,53.0,3.0,Yes,Yes
10890,8700.0,791.0,44.0,1.0,No,No
10891,271600.0,7544.0,25.0,0.0,No,No
10892,26400.0,3771.0,13.0,1.0,No,Yes
10893,55500.0,957.0,24.0,3.0,No,No
10894,185500.00000000003,3144.0,7.0,0.0,No,Yes
10895,18400.0,1227.0,23.0,0.0,No,No
10896,25200.000000000004,615.0,91.0,3.0,No,No
10897,229500.0,4590.0,25.0,1.0,No,No
10898,91200.0,1754.0,26.0,1.0,No,No
10899,26400.000000000004,562.0,28.0,4.0,Yes,No
10900,382200.00000000006,54600.0,88.0,0.0,No,No
10901,0.0,0.0,44.0,2.0,Yes,No
10902,58000.0,2636.0,19.0,2.0,No,Yes
10903,79800.0,1451.0,24.0,0.0,No,No
10904,123000.0,20500.0,91.0,4.0,Yes,No
10905,12600.0,700.0,5.0,0.0,No,No
10906,0.0,0.0,85.0,0.0,No,No
10907,40400.0,709.0,65.0,1.0,Yes,No
10908,24000.0,857.0,22.0,1.0,No,No
10909,560000.0,35000.0,15.0,0.0,Yes,No
10910,214400.0,16492.0,19.0,1.0,No,Yes
10911,473000.0,19708.0,68.0,3.0,Yes,No
10912,174000.0,4047.0,51.0,2.0,No,No
10913,188000.0,3917.0,30.0,2.0,No,Yes
10914,68000.0,4250.0,8.0,0.0,No,No
10915,69300.0,6930.0,5.0,4.0,No,Yes
10916,189600.0,27086.0,58.0,0.0,No,No
10917,190200.00000000003,3224.0,42.0,2.0,No,No
10918,384000.0,6857.0,82.0,2.0,Yes,No
10919,279600.0000000001,55920.0,60.0,0.0,No,No
10920,0.0,0.0,25.0,2.0,No,No
10921,128400.0,4012.0,30.0,3.0,Yes,Yes
10922,550500.0,16682.0,80.0,1.0,No,No
10923,49500.0,3808.0,21.0,3.0,No,No
10924,16500.000000000004,289.0,15.0,3.0,Yes,No
10925,360100.0,7202.0,2.0,0.0,No,No
10926,54600.00000000001,1606.0,64.0,2.0,Yes,No
10927,107500.0,5119.0,34.0,2.0,No,No
10928,132000.0,2870.0,81.0,0.0,No,No
10929,116000.0,2320.0,84.0,2.0,No,No
10930,31500.0,955.0,13.0,0.0,No,No
10931,534300.0,38164.0,53.0,3.0,Yes,No
10932,211500.0,4147.0,9.0,0.0,No,No
10933,439000.0,13303.0,92.0,2.0,Yes,No
10934,195600.0,3556.0,43.0,4.0,No,No
10935,478500.0,19938.0,9.0,0.0,No,Yes
10936,52800.00000000001,2031.0,3.0,0.0,Yes,Yes
10937,203500.00000000003,16958.0,83.0,1.0,No,No
10938,168700.00000000006,4017.0,95.0,1.0,No,No
10939,196700.00000000003,4098.0,57.0,0.0,No,No
10940,0.0,0.0,4.0,2.0,Yes,Yes
10941,96000.0,9600.0,28.0,0.0,Yes,No
10942,257600.0,12267.0,19.0,1.0,No,No
10943,92500.0,2102.0,26.0,3.0,No,No
10944,61500.0,1367.0,75.0,0.0,No,No
10945,0.0,0.0,2.0,1.0,No,No
10946,16400.0,315.0,55.0,1.0,No,No
10947,214000.0,5095.0,36.0,0.0,Yes,No
10948,133800.00000000006,22300.0,19.0,0.0,No,Yes
10949,117600.0,29400.0,86.0,3.0,No,No
10950,96600.0,5682.0,58.0,0.0,No,No
10951,293500.0,7159.0,56.0,1.0,No,Yes
10952,73500.0,3675.0,16.0,0.0,Yes,No
10953,85500.0,2085.0,46.0,1.0,No,No
10954,353500.0,88375.0,85.0,3.0,Yes,No
10955,404300.0,7093.0,68.0,3.0,No,No
10956,185600.0,46400.0,55.0,1.0,No,No
10957,120000.0,2400.0,74.0,0.0,No,No
10958,139800.00000000006,4236.0,39.0,0.0,Yes,Yes
10959,240500.0,4373.0,59.0,3.0,No,No
10960,96000.0,2341.0,47.0,0.0,No,No
10961,125500.0,7382.0,24.0,0.0,No,No
10962,141300.0,5652.0,4.0,0.0,Yes,Yes
10963,164800.0,27467.0,6.0,3.0,No,No
10964,208800.00000000003,4094.0,79.0,0.0,No,No
10965,105600.0,11733.0,29.0,0.0,No,No
10966,118300.0,2629.0,10.0,2.0,Yes,No
10967,355600.00000000006,22225.0,21.0,3.0,No,No
10968,0.0,0.0,69.0,0.0,Yes,Yes
10969,144400.0,2490.0,8.0,1.0,Yes,No
10970,219600.00000000003,3786.0,48.0,1.0,No,No
10971,187800.00000000003,37560.0,15.0,0.0,No,No
10972,167500.0,4408.0,94.0,2.0,Yes,No
10973,60000.0,1091.0,88.0,2.0,Yes,No
10974,504000.00000000006,12293.0,44.0,1.0,Yes,No
10975,112000.0,9333.0,89.0,0.0,No,No
10976,52200.00000000001,5220.0,9.0,1.0,No,Yes
10977,91300.0,1756.0,89.0,1.0,No,Yes
10978,47500.0,5938.0,54.0,2.0,Yes,No
10979,88200.00000000001,3528.0,3.0,1.0,No,No
10980,555100.0,11565.0,5.0,1.0,No,No
10981,34600.0,887.0,8.0,1.0,No,Yes
10982,40000.0,1739.0,56.0,0.0,No,No
10983,5200.0,118.0,7.0,1.0,No,No
10984,8800.0,587.0,60.0,2.0,Yes,Yes
10985,249900.00000000003,16660.0,18.0,0.0,Yes,No
10986,608800.0,27673.0,75.0,1.0,Yes,No
10987,107500.0,2905.0,22.0,2.0,No,No
10988,352000.0,6519.0,5.0,2.0,No,Yes
10989,50400.0,3600.0,49.0,1.0,No,Yes
10990,230500.0,7683.0,30.0,2.0,No,No
10991,97600.0,4880.0,25.0,0.0,No,No
10992,124000.0,12400.0,39.0,4.0,No,No
10993,182000.00000000003,4044.0,4.0,1.0,Yes,No
10994,281000.0,35125.0,8.0,3.0,No,No
10995,273700.0,11404.0,23.0,1.0,No,No
10996,117000.0,2089.0,2.0,1.0,No,No
10997,105300.0,4212.0,75.0,1.0,Yes,No
10998,130400.0,5670.0,5.0,0.0,No,No
10999,835900.0,55727.0,85.0,1.0,No,Yes
11000,77000.0,1674.0,8.0,1.0,Yes,No
11001,181200.0,3624.0,61.0,0.0,No,No
11002,209000.0,4265.0,19.0,0.0,No,No
11003,129000.0,6450.0,23.0,2.0,Yes,No
11004,121200.0,3565.0,40.0,0.0,No,No
11005,191400.00000000003,3753.0,70.0,1.0,No,Yes
11006,406000.00000000006,9667.0,24.0,4.0,No,No
11007,156000.0,4727.0,22.0,1.0,No,No
11008,100000.0,12500.0,67.0,0.0,No,Yes
11009,55000.0,1897.0,33.0,3.0,No,No
11010,0.0,0.0,20.0,0.0,No,No
11011,534600.0,19800.0,87.0,1.0,Yes,No
11012,190800.00000000003,19080.0,1.0,2.0,No,No
11013,265800.0000000001,8306.0,15.0,0.0,No,No
11014,140400.0,3695.0,31.0,4.0,No,No
11015,0.0,0.0,25.0,1.0,No,No
11016,74400.00000000001,5314.0,45.0,0.0,No,No
11017,184100.00000000003,18410.0,50.0,1.0,No,No
11018,78500.0,19625.0,5.0,1.0,No,Yes
11019,354600.0,6691.0,36.0,1.0,No,No
11020,26100.000000000004,1864.0,77.0,0.0,No,No
11021,43400.000000000015,1009.0,17.0,1.0,No,Yes
11022,20400.0,400.0,6.0,0.0,No,Yes
11023,31400.0,541.0,21.0,1.0,No,No
11024,509300.00000000006,25465.0,9.0,2.0,No,No
11025,672000.0000000001,11586.0,0.0,1.0,No,No
11026,24500.0,1361.0,26.0,1.0,No,No
11027,338100.0000000001,8453.0,42.0,2.0,No,No
11028,66000.00000000001,1158.0,46.0,0.0,No,No
11029,149600.0,6800.0,53.0,1.0,No,No
11030,180000.0,5806.0,29.0,1.0,Yes,No
11031,673500.0,67350.0,89.0,2.0,Yes,Yes
11032,370500.0,10897.0,37.0,2.0,No,No
11033,310800.0000000001,8179.0,94.0,1.0,Yes,No
11034,623700.0,15592.0,68.0,0.0,Yes,No
11035,284900.0,13567.0,5.0,4.0,Yes,Yes
11036,178200.0,5940.0,73.0,0.0,No,No
11037,442500.0,9620.0,22.0,0.0,Yes,Yes
11038,102400.0,2008.0,75.0,0.0,No,No
11039,112000.0,2000.0,24.0,0.0,No,No
11040,20600.0,2943.0,39.0,1.0,No,No
11041,30500.0,545.0,92.0,0.0,No,No
11042,326000.0,11643.0,32.0,0.0,No,No
11043,78000.00000000001,1393.0,12.0,0.0,No,No
11044,517200.00000000006,30424.0,73.0,0.0,No,No
11045,105300.0,2149.0,2.0,3.0,No,No
11046,96000.0,12000.0,25.0,3.0,No,Yes
11047,96000.0,3556.0,24.0,0.0,No,No
11048,18200.0,827.0,31.0,3.0,Yes,No
11049,94200.0,2004.0,66.0,1.0,No,Yes
11050,187200.0,3467.0,46.0,3.0,No,No
11051,124500.0,6917.0,29.0,0.0,Yes,Yes
11052,281000.0,17562.0,53.0,4.0,No,No
11053,152400.0,5080.0,2.0,2.0,No,Yes
11054,258300.0,4696.0,69.0,0.0,No,No
11055,25600.0,776.0,73.0,0.0,No,No
11056,52000.0,2000.0,25.0,3.0,No,No
11057,70800.00000000001,1539.0,46.0,1.0,No,No
11058,75000.0,1442.0,8.0,4.0,Yes,Yes
11059,1437000.0,62478.0,54.0,0.0,Yes,No
11060,39900.000000000015,1050.0,46.0,0.0,No,Yes
11061,51000.00000000001,6375.0,4.0,0.0,No,No
11062,510900.0,12461.0,35.0,0.0,No,No
11063,35700.0,1050.0,26.0,1.0,No,No
11064,266000.0,11565.0,19.0,1.0,No,Yes
11065,134400.0,2635.0,39.0,0.0,No,No
11066,47100.00000000001,9420.0,48.0,2.0,No,No
11067,28300.0,786.0,76.0,4.0,No,No
11068,222400.0,8896.0,10.0,1.0,No,No
11069,115800.0,7238.0,10.0,1.0,No,No
11070,687400.0000000001,57283.0,56.0,2.0,Yes,No
11071,178000.0,5742.0,39.0,0.0,Yes,No
11072,28000.0,875.0,51.0,1.0,No,No
11073,28500.0,2850.0,55.0,2.0,No,No
11074,347200.0000000001,5885.0,95.0,1.0,No,No
11075,27800.0,1158.0,25.0,4.0,No,No
11076,36500.0,1921.0,8.0,2.0,No,No
11077,122400.0,3308.0,66.0,0.0,No,No
11078,153600.0,6400.0,19.0,0.0,No,No
11079,139500.0,5812.0,59.0,1.0,No,No
11080,241200.00000000003,5743.0,17.0,0.0,Yes,No
11081,0.0,0.0,90.0,1.0,No,No
11082,0.0,0.0,2.0,1.0,No,No
11083,175000.0,4605.0,38.0,3.0,No,No
11084,79600.0,4422.0,46.0,1.0,No,Yes
11085,335300.0000000001,6096.0,75.0,0.0,No,No
11086,303800.0,8439.0,9.0,0.0,No,Yes
11087,213000.0,4841.0,84.0,1.0,No,No
11088,448500.0,21357.0,10.0,0.0,No,No
11089,57000.0,1500.0,92.0,1.0,No,No
11090,114600.0,16371.0,51.0,2.0,No,No
11091,118000.0,7375.0,68.0,0.0,Yes,Yes
11092,128700.0,2627.0,6.0,0.0,No,No
11093,115000.0,3594.0,34.0,0.0,Yes,No
11094,49900.0,1160.0,1.0,2.0,No,No
11095,162000.0,4378.0,8.0,0.0,No,No
11096,238000.00000000003,4667.0,86.0,0.0,No,No
11097,39400.0,1515.0,54.0,0.0,No,No
11098,81200.0,1592.0,53.0,0.0,No,No
11099,492800.00000000006,37908.0,25.0,0.0,No,No
11100,445500.0,17820.0,20.0,0.0,No,No
11101,84400.0,3376.0,93.0,0.0,No,No
11102,240500.0,4625.0,8.0,0.0,No,No
11103,124600.0,4297.0,74.0,1.0,No,Yes
11104,0.0,0.0,59.0,0.0,Yes,No
11105,138000.0,23000.0,64.0,2.0,No,Yes
11106,0.0,0.0,3.0,0.0,No,No
11107,201500.0,12594.0,33.0,0.0,No,No
11108,593400.0000000001,26973.0,1.0,1.0,No,Yes
11109,265300.0,5645.0,43.0,0.0,No,No
11110,99200.0,1908.0,80.0,1.0,No,No
11111,146400.0,29280.0,51.0,0.0,No,No
11112,125200.0,2782.0,88.0,1.0,No,No
11113,969000.0,31258.0,10.0,0.0,No,No
11114,279900.0,7997.0,73.0,2.0,No,No
11115,0.0,0.0,29.0,0.0,No,No
11116,84000.0,2154.0,27.0,0.0,No,No
11117,99500.0,2163.0,8.0,2.0,No,Yes
11118,164000.0,7455.0,25.0,1.0,No,Yes
11119,229600.0,4175.0,69.0,0.0,No,No
11120,204500.0,4756.0,39.0,0.0,Yes,No
11121,146500.0,3185.0,79.0,1.0,Yes,No
11122,315000.0000000001,10161.0,78.0,3.0,Yes,No
11123,96000.0,6400.0,9.0,0.0,No,Yes
11124,61600.0,4107.0,49.0,2.0,Yes,Yes
11125,141600.0,2776.0,35.0,0.0,No,No
11126,31200.0,1486.0,26.0,2.0,No,No
11127,72000.00000000001,14400.0,11.0,3.0,Yes,No
11128,184000.0,23000.0,0.0,0.0,No,No
11129,504900.00000000006,12021.0,85.0,2.0,No,No
11130,162800.0,3876.0,12.0,0.0,No,No
11131,618800.0,13452.0,4.0,1.0,No,No
11132,148000.0,18500.0,80.0,3.0,No,Yes
11133,299200.0,8800.0,12.0,0.0,Yes,No
11134,249900.00000000003,6942.0,80.0,1.0,No,No
11135,87800.0,4181.0,6.0,0.0,No,No
11136,195000.00000000003,5571.0,71.0,2.0,Yes,No
11137,190500.0,4885.0,54.0,4.0,No,No
11138,326400.0000000001,21760.0,64.0,0.0,No,Yes
11139,154000.00000000006,3581.0,37.0,3.0,No,No
11140,0.0,0.0,33.0,2.0,Yes,No
11141,18800.0,817.0,18.0,1.0,Yes,No
11142,25200.0,615.0,13.0,1.0,No,No
11143,153500.0,5904.0,42.0,1.0,No,No
11144,46200.00000000001,1925.0,5.0,4.0,No,No
11145,147500.0,12292.0,76.0,1.0,No,No
11146,78600.0,4367.0,56.0,0.0,No,No
11147,41500.0,1122.0,2.0,0.0,No,No
11148,423600.00000000006,18417.0,20.0,0.0,No,No
11149,44400.0,2337.0,24.0,0.0,No,Yes
11150,64400.00000000001,2683.0,34.0,3.0,Yes,No
11151,208000.0,4522.0,64.0,2.0,No,No
11152,69500.0,1198.0,18.0,0.0,No,No
11153,520200.00000000006,13338.0,77.0,1.0,No,No
11154,22200.000000000004,1110.0,84.0,0.0,No,Yes
11155,165000.0,7857.0,85.0,3.0,No,Yes
11156,292000.0,36500.0,14.0,4.0,No,No
11157,159200.0,39800.0,87.0,1.0,Yes,No
11158,30800.0,1400.0,12.0,1.0,No,No
11159,328000.0,10581.0,24.0,0.0,Yes,Yes
11160,88000.0,1517.0,66.0,2.0,Yes,Yes
11161,114600.0,2162.0,21.0,1.0,No,No
11162,692300.0000000001,14730.0,81.0,0.0,Yes,Yes
11163,149600.0,12467.0,82.0,0.0,No,Yes
11164,88400.0,11050.0,5.0,0.0,No,No
11165,108400.0,2409.0,67.0,2.0,No,No
11166,68000.0,1619.0,61.0,0.0,No,No
11167,69000.00000000001,3000.0,65.0,3.0,No,No
11168,499000.0,12795.0,3.0,3.0,No,Yes
11169,70400.0,1280.0,80.0,0.0,No,No
11170,305200.0,61040.0,28.0,0.0,No,Yes
11171,27800.0,591.0,88.0,1.0,No,Yes
11172,276400.0,46067.0,45.0,0.0,No,No
11173,55200.0,1255.0,52.0,0.0,No,No
11174,163500.0,3028.0,28.0,1.0,No,No
11175,171000.0,5700.0,37.0,2.0,No,No
11176,132400.0,4904.0,53.0,0.0,No,No
11177,106200.0,4085.0,24.0,0.0,No,No
11178,175500.0,4743.0,88.0,3.0,No,No
11179,223800.00000000003,15986.0,11.0,0.0,No,No
11180,66500.0,9500.0,42.0,0.0,No,Yes
11181,230500.0,5011.0,77.0,1.0,No,No
11182,87600.00000000001,2826.0,55.0,1.0,No,No
11183,46800.0,4255.0,5.0,2.0,No,No
11184,130500.0,2373.0,48.0,1.0,Yes,No
11185,16600.0,874.0,77.0,0.0,Yes,No
11186,396000.0,44000.0,82.0,3.0,No,No
11187,192000.0,3310.0,7.0,1.0,No,No
11188,62100.0,2484.0,19.0,3.0,Yes,Yes
11189,93300.0,4241.0,13.0,1.0,No,No
11190,128000.0,18286.0,12.0,0.0,No,No
11191,291300.0000000001,19420.0,20.0,0.0,No,No
11192,51000.0,1186.0,2.0,2.0,No,No
11193,39600.0,695.0,5.0,1.0,No,No
11194,61000.0,2905.0,33.0,0.0,No,No
11195,238500.0,7694.0,1.0,4.0,No,No
11196,280700.0,11228.0,0.0,0.0,Yes,No
11197,517400.0,11248.0,83.0,0.0,No,Yes
11198,160400.0,8020.0,64.0,1.0,Yes,Yes
11199,1267500.0,55109.0,1.0,1.0,No,No
11200,40000.0,952.0,10.0,1.0,No,No
11201,279000.0,7154.0,37.0,1.0,No,No
11202,191400.00000000003,3988.0,73.0,2.0,No,No
11203,277600.0,16329.0,0.0,0.0,No,No
11204,40900.0,1239.0,55.0,2.0,No,No
11205,224400.00000000003,17262.0,81.0,1.0,No,No
11206,52800.0,1509.0,80.0,1.0,No,No
11207,58400.0,2920.0,4.0,3.0,No,No
11208,222000.0,13059.0,83.0,1.0,Yes,No
11209,130200.0,4200.0,87.0,3.0,No,No
11210,70400.0,1235.0,11.0,0.0,No,No
11211,294700.0,58940.0,26.0,3.0,No,No
11212,66500.0,2217.0,56.0,1.0,No,Yes
11213,36000.0,1500.0,60.0,4.0,No,No
11214,204500.0,4173.0,4.0,0.0,No,No
11215,106400.0,2728.0,6.0,0.0,No,Yes
11216,222400.0,5853.0,9.0,0.0,No,No
11217,361900.00000000006,72380.0,55.0,0.0,No,No
11218,13600.0,453.0,93.0,0.0,No,No
11219,96000.0,1959.0,11.0,2.0,No,No
11220,34200.0,712.0,11.0,3.0,No,No
11221,47200.0,7867.0,38.0,3.0,No,No
11222,194800.0,6717.0,72.0,1.0,No,Yes
11223,164000.0,20500.0,78.0,2.0,No,No
11224,142200.00000000006,3026.0,22.0,1.0,No,No
11225,131500.0,2684.0,48.0,1.0,Yes,Yes
11226,244800.0,7200.0,86.0,2.0,Yes,No
11227,183600.00000000003,5738.0,20.0,1.0,No,No
11228,200200.0,3925.0,14.0,1.0,No,No
11229,82400.0,9156.0,20.0,1.0,No,Yes
11230,54800.0,3044.0,17.0,1.0,No,No
11231,486000.00000000006,11571.0,3.0,0.0,No,No
11232,59600.0,1987.0,74.0,2.0,No,No
11233,244200.00000000003,17443.0,86.0,2.0,No,No
11234,152000.0,8941.0,37.0,1.0,No,Yes
11235,69000.00000000001,9857.0,27.0,0.0,No,No
11236,191200.0,3241.0,47.0,2.0,No,No
11237,138600.0,3850.0,77.0,0.0,No,Yes
11238,24800.0,428.0,5.0,1.0,No,No
11239,267600.0,7871.0,75.0,0.0,No,No
11240,50500.0,10100.0,22.0,1.0,No,No
11241,76000.0,6909.0,2.0,1.0,No,No
11242,73600.0,2629.0,61.0,0.0,Yes,Yes
11243,910800.0,20700.0,19.0,0.0,No,No
11244,184800.00000000003,5961.0,23.0,1.0,No,No
11245,61200.0,4708.0,63.0,2.0,No,No
11246,75500.0,3595.0,13.0,2.0,No,No
11247,22500.0,750.0,23.0,1.0,No,No
11248,294000.0,11760.0,61.0,1.0,No,Yes
11249,43500.0,1012.0,32.0,0.0,No,No
11250,82600.00000000001,1558.0,0.0,1.0,No,No
11251,63000.0,1909.0,15.0,0.0,No,Yes
11252,171200.0,3567.0,59.0,0.0,No,No
11253,302500.0,7961.0,77.0,1.0,Yes,Yes
11254,148400.0,3620.0,18.0,1.0,Yes,No
