ApplicationNumber,OpenCredit,MonthlyCreditPayment,CreditHistory,MinBalance,ChequeBounce,DebitToDemat
11381,114900.0,6383.0,13.0,2.0,Yes,No
11382,70400.0,17600.0,55.0,0.0,Yes,No
11383,221400.00000000003,6709.0,15.0,1.0,No,No
11384,168800.0,4823.0,37.0,0.0,No,No
11386,71200.0,3956.0,46.0,1.0,No,No
11387,184100.00000000003,14162.0,41.0,0.0,No,Yes
11390,348600.0000000001,8107.0,43.0,0.0,No,Yes
11391,51200.0,1191.0,41.0,1.0,No,No
11392,183200.0,3331.0,28.0,0.0,Yes,No
11394,59700.00000000001,2985.0,79.0,0.0,No,No
11397,262500.0,5147.0,88.0,2.0,No,No
11399,73600.0,1472.0,16.0,0.0,No,No
11400,10200.0,227.0,58.0,0.0,No,No
11401,27000.0,1286.0,16.0,2.0,No,No
11404,89400.0,1987.0,45.0,2.0,No,No
11406,102600.0,2094.0,9.0,1.0,No,No
11410,47600.0,1190.0,10.0,2.0,No,No
11413,76000.0,6909.0,46.0,3.0,No,No
11418,177800.00000000003,3233.0,74.0,0.0,No,No
11420,26500.0,4417.0,87.0,0.0,No,No
11429,105600.0,2779.0,14.0,1.0,No,No
11431,0.0,0.0,76.0,0.0,No,No
11432,144500.0,3211.0,33.0,0.0,No,No
11434,0.0,0.0,7.0,3.0,No,No
11435,168000.0,3231.0,53.0,1.0,No,No
11436,182000.0,3193.0,18.0,0.0,No,No
11437,209500.0,9523.0,13.0,0.0,No,No
11439,0.0,0.0,86.0,3.0,No,No
11444,28500.0,983.0,6.0,0.0,No,No
11447,396000.00000000006,8609.0,83.0,3.0,No,No
11453,35600.0,774.0,47.0,0.0,No,No
11456,6400.0,131.0,14.0,0.0,No,Yes
11457,95000.0,1792.0,16.0,2.0,No,No
11460,180800.0,3930.0,56.0,0.0,No,Yes
11461,300000.0000000001,8108.0,12.0,1.0,No,No
11462,94200.0,4486.0,80.0,1.0,No,Yes
11463,131500.0,2684.0,69.0,0.0,No,Yes
11464,40600.000000000015,796.0,0.0,1.0,No,No
11466,25600.0,492.0,25.0,0.0,No,No
11467,61500.0,1337.0,27.0,1.0,No,Yes
11469,392600.0,21811.0,43.0,1.0,No,No
11472,46200.00000000001,1074.0,41.0,1.0,Yes,Yes
11473,648700.0,20272.0,35.0,0.0,No,Yes
11474,94000.0,2350.0,26.0,0.0,No,No
11475,490000.00000000006,44545.0,71.0,0.0,No,No
11481,595000.0,13523.0,21.0,2.0,No,No
11487,53000.0,4417.0,74.0,3.0,No,No
11489,134800.0,6740.0,7.0,2.0,Yes,No
11490,32200.0,976.0,18.0,0.0,No,Yes
11492,74400.0,1860.0,22.0,0.0,No,No
11495,49800.0,9960.0,64.0,2.0,No,No
11500,77000.00000000001,8556.0,92.0,0.0,No,No
11504,158400.0,7543.0,64.0,2.0,No,No
11505,49200.00000000001,1822.0,11.0,2.0,No,No
11506,141400.0,6427.0,60.0,0.0,No,Yes
11511,11500.0,371.0,28.0,1.0,No,No
11513,169200.0,4700.0,55.0,0.0,No,No
11514,27600.000000000004,1104.0,36.0,1.0,No,No
11528,72000.0,1385.0,66.0,3.0,No,Yes
11529,85000.0,7727.0,89.0,0.0,No,Yes
11537,56500.0,6278.0,23.0,0.0,No,No
11538,121800.0,2298.0,8.0,0.0,No,No
11540,52000.0,2080.0,0.0,2.0,No,No
11542,217100.0,12771.0,77.0,0.0,No,No
11544,72000.0,10286.0,91.0,0.0,No,No
11545,20600.0,589.0,62.0,3.0,No,No
11547,147500.0,3688.0,34.0,1.0,No,No
11548,146500.0,6104.0,29.0,0.0,No,No
11549,152800.0,2729.0,90.0,2.0,No,No
11554,28000.0,1333.0,61.0,0.0,No,No
11556,40600.000000000015,4511.0,8.0,1.0,No,No
11559,123200.0,5133.0,36.0,2.0,No,No
11560,95200.0,3808.0,5.0,0.0,Yes,Yes
11564,46500.0,1500.0,95.0,2.0,No,Yes
11565,141900.0,3734.0,42.0,1.0,No,No
11568,166800.0,4633.0,9.0,1.0,Yes,Yes
11569,214200.00000000003,11274.0,68.0,0.0,Yes,No
11570,39900.000000000015,700.0,17.0,0.0,No,No
11571,320600.0000000001,45800.0,8.0,1.0,No,No
11573,93000.0,3100.0,35.0,0.0,No,No
11578,43800.0,1752.0,28.0,1.0,No,No
11579,203700.00000000003,5223.0,37.0,1.0,Yes,No
11581,0.0,0.0,9.0,0.0,No,Yes
11582,103500.0,3234.0,59.0,1.0,No,No
11586,45100.00000000001,805.0,78.0,0.0,Yes,No
11587,121500.0,3471.0,69.0,0.0,No,No
11589,310800.0000000001,5359.0,76.0,0.0,No,No
11590,550500.0,10587.0,27.0,0.0,No,No
11592,61100.0,1131.0,50.0,3.0,No,No
11593,29500.0,1967.0,13.0,0.0,No,No
11594,71600.0,1557.0,31.0,0.0,No,No
11595,0.0,0.0,86.0,0.0,No,No
11596,17400.000000000004,1160.0,42.0,2.0,No,Yes
11597,96800.0,2933.0,85.0,1.0,No,No
11598,0.0,0.0,24.0,0.0,No,No
11599,645400.0000000001,15367.0,65.0,0.0,No,Yes
11601,225500.0,5369.0,35.0,0.0,No,No
11603,360100.0,15004.0,31.0,0.0,No,No
11604,316400.0000000001,17578.0,75.0,1.0,No,No
11608,19600.0,384.0,54.0,0.0,No,No
11611,92800.0,2158.0,26.0,1.0,No,Yes
11612,139500.0,3402.0,94.0,3.0,No,No
11613,181000.0,3232.0,72.0,0.0,Yes,No
11616,22800.0,5700.0,45.0,0.0,No,Yes
11617,74000.0,1542.0,26.0,3.0,Yes,No
11618,146400.00000000006,4575.0,18.0,0.0,No,No
11623,176500.0,3043.0,18.0,0.0,No,No
11626,0.0,0.0,61.0,0.0,No,No
11628,36200.0,2785.0,74.0,1.0,No,No
11630,13900.0,267.0,67.0,0.0,No,No
11631,164400.00000000006,4835.0,37.0,1.0,No,No
11635,334100.0,6818.0,15.0,0.0,No,No
11637,37000.0,1028.0,61.0,0.0,No,No
11642,94000.0,1808.0,16.0,1.0,No,No
11643,106400.0,2728.0,69.0,1.0,No,No
11644,132400.0,2702.0,15.0,0.0,No,No
11645,37200.0,7440.0,1.0,3.0,No,No
11647,102800.0,2016.0,72.0,0.0,No,Yes
11649,118000.0,2107.0,84.0,0.0,No,Yes
11652,215000.0,6719.0,60.0,0.0,No,No
11655,208000.0,8667.0,14.0,0.0,No,No
11659,38100.0,1121.0,13.0,1.0,No,Yes
11660,31500.000000000004,2864.0,39.0,0.0,No,No
11661,0.0,0.0,62.0,0.0,No,No
11662,195300.0,3488.0,16.0,0.0,No,No
11663,572600.0,11686.0,72.0,1.0,No,No
11664,0.0,0.0,2.0,1.0,No,No
11667,91300.0,3148.0,44.0,1.0,No,Yes
11668,160000.0,3556.0,61.0,3.0,No,No
11670,122000.0,12200.0,81.0,0.0,No,No
11672,518400.00000000006,27284.0,57.0,0.0,No,No
11676,197500.0,7900.0,60.0,0.0,No,No
11677,64800.0,4320.0,2.0,1.0,No,No
11678,56000.0,1077.0,51.0,1.0,No,No
11679,215000.0,35833.0,22.0,0.0,No,No
11686,69000.00000000001,6900.0,71.0,0.0,No,No
11689,18000.0,327.0,10.0,1.0,No,No
11691,63600.0,1136.0,61.0,1.0,No,No
11693,28000.0,875.0,34.0,0.0,Yes,No
11694,64400.00000000001,1695.0,78.0,1.0,No,Yes
11696,68100.00000000001,4864.0,85.0,1.0,No,Yes
11700,114100.0,6339.0,6.0,0.0,No,No
11701,196800.00000000003,3644.0,6.0,0.0,No,No
11704,46500.0,1192.0,3.0,0.0,No,No
11705,104800.0,3082.0,54.0,0.0,No,No
11706,53900.00000000001,1147.0,38.0,1.0,No,Yes
11709,36500.0,869.0,10.0,2.0,Yes,Yes
11710,35200.0,978.0,78.0,3.0,No,Yes
11712,42000.0,1000.0,72.0,0.0,No,No
11720,0.0,0.0,52.0,2.0,No,No
11721,10200.0,200.0,7.0,1.0,Yes,No
11722,192500.00000000003,6210.0,81.0,2.0,No,No
11723,292800.0,7914.0,88.0,3.0,No,No
11724,44000.0,1257.0,73.0,1.0,No,Yes
11725,32800.0,566.0,74.0,3.0,No,No
11729,28400.0,498.0,28.0,2.0,No,No
11730,51900.00000000001,1403.0,60.0,4.0,No,Yes
11731,96400.0,2921.0,63.0,3.0,No,No
11734,173500.0,3772.0,12.0,0.0,No,No
11735,5400.0,600.0,84.0,1.0,No,No
11740,499200.0,8461.0,33.0,1.0,No,Yes
11741,115500.0,3726.0,20.0,0.0,No,Yes
11744,126100.0,3152.0,41.0,0.0,No,No
11748,49200.0,1406.0,14.0,0.0,Yes,No
11752,115500.0,2686.0,67.0,1.0,No,No
11753,0.0,0.0,33.0,0.0,No,No
11756,212000.0,10095.0,67.0,0.0,No,No
11762,318600.0,7586.0,55.0,1.0,No,No
11763,70800.0,5057.0,49.0,3.0,No,Yes
11764,83200.0,5200.0,80.0,2.0,No,No
11768,166000.0,3132.0,85.0,0.0,Yes,No
11771,60900.00000000001,1088.0,86.0,0.0,No,No
11772,199200.0,8661.0,68.0,4.0,No,No
11775,107200.0,3458.0,64.0,0.0,No,No
11782,107600.0,3710.0,56.0,0.0,No,No
11789,131200.0,16400.0,52.0,0.0,No,No
11794,135400.0,3009.0,69.0,1.0,No,No
11795,236000.0,7375.0,29.0,0.0,No,No
11798,253800.00000000003,6859.0,76.0,0.0,No,No
11799,127200.0,4240.0,77.0,1.0,No,No
11800,61200.00000000001,1855.0,43.0,1.0,No,Yes
11802,89300.0,1860.0,21.0,0.0,No,No
11803,297000.0000000001,21214.0,42.0,0.0,No,Yes
11805,132000.0,4000.0,23.0,1.0,No,No
11806,176400.00000000003,3459.0,41.0,0.0,No,No
11812,216000.0,6353.0,29.0,2.0,Yes,No
11813,5400.0,93.0,18.0,0.0,No,No
11817,117700.0,11770.0,45.0,0.0,No,No
11821,134400.0,2743.0,17.0,1.0,Yes,No
11822,87000.00000000001,9667.0,49.0,0.0,No,No
11824,0.0,0.0,55.0,3.0,No,No
11825,141900.00000000006,2447.0,2.0,0.0,No,Yes
11826,141600.0,2832.0,25.0,0.0,Yes,No
11829,57600.0,1108.0,5.0,1.0,No,No
11831,88500.00000000001,5900.0,80.0,2.0,No,No
11833,167200.0,3215.0,54.0,2.0,Yes,Yes
11834,136800.00000000006,8047.0,5.0,2.0,No,No
11841,308800.0,30880.0,8.0,0.0,No,Yes
11843,0.0,0.0,43.0,0.0,No,No
11844,30400.0,779.0,48.0,0.0,No,No
11848,219500.0,4573.0,5.0,2.0,No,No
11849,138000.0,3632.0,75.0,0.0,No,Yes
11850,107200.0,2382.0,48.0,1.0,No,No
11853,147600.00000000006,3075.0,22.0,3.0,No,Yes
11855,330300.0,11796.0,16.0,0.0,No,No
11860,73000.0,1587.0,18.0,0.0,No,No
11869,74100.0,1852.0,59.0,0.0,No,No
11870,648200.0000000001,12710.0,76.0,2.0,No,No
11876,298900.0,11956.0,75.0,1.0,No,No
11878,55000.0,982.0,74.0,0.0,No,No
11879,69000.0,1211.0,12.0,0.0,No,No
11885,127600.0,2967.0,51.0,2.0,No,No
11886,85400.00000000001,1986.0,82.0,1.0,No,No
11887,17600.0,4400.0,6.0,0.0,No,No
11889,481500.0,17833.0,77.0,0.0,Yes,No
11890,235200.00000000003,8711.0,8.0,0.0,No,Yes
11891,58000.0,2071.0,93.0,1.0,No,No
11896,91800.0,3166.0,8.0,0.0,No,No
11899,23700.000000000004,1580.0,13.0,2.0,Yes,Yes
11900,186500.0,4239.0,91.0,1.0,No,No
11902,40900.0,744.0,28.0,1.0,No,Yes
11903,112000.0,5333.0,50.0,3.0,No,Yes
11906,70000.0,2917.0,89.0,1.0,No,No
11907,154800.0,2624.0,12.0,1.0,No,Yes
11909,223200.0,4464.0,20.0,0.0,No,No
11912,74000.0,1321.0,42.0,0.0,No,Yes
11913,115500.0,2817.0,95.0,3.0,No,No
11915,6400.0,112.0,16.0,1.0,No,No
11917,273000.0,8531.0,77.0,1.0,No,Yes
11919,190500.0,9525.0,78.0,1.0,No,No
11921,29000.0,725.0,48.0,1.0,No,Yes
11923,87200.0,2565.0,77.0,4.0,No,No
11924,126000.0,2377.0,76.0,0.0,No,No
11925,284900.0,5814.0,70.0,1.0,No,No
11926,11700.0,209.0,94.0,0.0,No,No
11928,349200.0000000001,8954.0,47.0,2.0,No,Yes
11933,200200.00000000003,4883.0,11.0,0.0,No,Yes
11935,9400.0,336.0,90.0,1.0,No,No
11936,141600.0,11800.0,88.0,0.0,No,No
11938,187600.00000000003,3540.0,56.0,2.0,No,Yes
11941,91800.0,15300.0,51.0,2.0,No,No
11943,11800.0,211.0,72.0,0.0,No,Yes
11948,58400.0,1497.0,72.0,0.0,No,Yes
11950,133000.0,3410.0,0.0,1.0,No,No
11951,43200.0,900.0,78.0,1.0,No,No
11958,145600.0,5200.0,50.0,0.0,No,Yes
11960,162400.0,7061.0,19.0,0.0,No,No
11963,260700.00000000003,8990.0,38.0,0.0,No,No
11964,206500.0,6453.0,75.0,0.0,Yes,No
11971,30500.0,1605.0,63.0,0.0,No,No
11974,18400.0,329.0,93.0,0.0,No,No
11976,170000.0,4722.0,38.0,1.0,No,No
11978,58500.0,1026.0,95.0,4.0,No,No
11979,158500.0,7925.0,36.0,1.0,No,No
11981,466000.0,38833.0,64.0,1.0,No,Yes
11983,177500.0,7396.0,32.0,1.0,No,No
11987,127200.0,15900.0,89.0,1.0,No,No
11988,23600.0,463.0,33.0,1.0,No,No
11990,86000.0,1623.0,77.0,0.0,No,Yes
11992,82400.0,2575.0,93.0,0.0,No,No
11993,34800.00000000001,2175.0,73.0,0.0,No,No
11994,50000.0,893.0,85.0,2.0,No,Yes
11997,0.0,0.0,47.0,1.0,No,No
12001,161600.0,26933.0,30.0,1.0,No,No
12005,245500.0,12921.0,58.0,0.0,No,No
12006,30000.0,1111.0,95.0,0.0,No,No
12007,242500.0,10543.0,51.0,0.0,No,No
12009,74800.0,3562.0,2.0,2.0,No,Yes
12015,60600.0,2020.0,28.0,0.0,No,Yes
12017,12300.000000000002,232.0,73.0,4.0,No,No
12018,84500.0,6036.0,91.0,0.0,No,No
12028,84800.0,1972.0,9.0,0.0,No,Yes
12029,73000.0,5214.0,88.0,0.0,No,No
12030,168000.0,3055.0,28.0,2.0,Yes,No
12032,5100.0,131.0,18.0,1.0,No,No
12034,66600.00000000001,1388.0,2.0,0.0,No,No
12044,188000.0,4947.0,72.0,1.0,Yes,No
12045,80100.00000000001,4005.0,81.0,0.0,No,No
12046,88200.0,6300.0,93.0,4.0,No,No
12047,0.0,0.0,36.0,0.0,No,No
12049,20400.0,1360.0,93.0,0.0,No,No
12050,58500.00000000001,1026.0,90.0,0.0,No,No
12052,17600.0,926.0,20.0,2.0,No,No
12054,105000.0,2442.0,0.0,0.0,No,Yes
12055,80700.00000000001,3509.0,52.0,1.0,No,No
12058,243600.00000000003,10150.0,88.0,1.0,No,No
12061,248000.0,4351.0,6.0,3.0,No,No
12062,87600.00000000001,1947.0,93.0,0.0,No,No
12063,132000.0,4552.0,74.0,1.0,No,No
12065,278600.0,4888.0,9.0,1.0,No,No
12069,175200.00000000006,6738.0,45.0,0.0,No,No
12070,8200.0,1025.0,24.0,0.0,No,No
12071,48600.00000000001,1057.0,92.0,4.0,No,No
12072,115500.0,6079.0,90.0,0.0,No,No
12074,87800.0,2509.0,9.0,0.0,No,No
12075,40200.0,914.0,45.0,1.0,No,No
12076,581900.0,10979.0,55.0,0.0,No,No
12077,23400.0,418.0,63.0,0.0,Yes,No
12078,56800.0,1893.0,88.0,0.0,No,No
12079,20000.0,1667.0,22.0,3.0,No,Yes
12080,40500.0,1929.0,36.0,2.0,No,No
12081,68500.0,1593.0,26.0,0.0,No,No
12082,19600.0,344.0,92.0,0.0,No,No
12083,217800.00000000003,4538.0,11.0,2.0,Yes,No
12085,42800.0,1646.0,50.0,0.0,Yes,No
12086,196800.00000000003,3578.0,11.0,1.0,Yes,No
12087,99000.0,5500.0,18.0,0.0,No,No
12089,0.0,0.0,92.0,2.0,No,No
12090,20800.0,3467.0,58.0,0.0,No,No
12091,26500.0,2038.0,12.0,0.0,No,No
12093,75600.0,1543.0,54.0,1.0,No,No
12094,77200.0,4063.0,72.0,0.0,No,No
12095,70400.0,2816.0,64.0,0.0,No,Yes
12096,144900.0,3813.0,16.0,3.0,No,No
12098,22500.0,1406.0,22.0,0.0,No,No
12100,30000.0,638.0,58.0,1.0,No,No
12108,62000.0,1442.0,21.0,0.0,Yes,Yes
12113,14600.0,270.0,0.0,1.0,No,Yes
12114,140400.00000000006,2380.0,29.0,0.0,No,No
12116,26700.000000000004,668.0,15.0,1.0,Yes,Yes
12119,90000.0,6000.0,38.0,1.0,No,No
12120,278600.0,10319.0,44.0,0.0,No,No
12123,194000.0,5543.0,55.0,0.0,No,No
12127,89400.00000000001,9933.0,30.0,1.0,No,No
12133,326200.0000000001,20388.0,43.0,0.0,No,No
12137,42000.0,1680.0,15.0,0.0,No,No
12139,278400.0000000001,16376.0,53.0,0.0,No,No
12142,159900.0,3998.0,81.0,0.0,No,No
12145,64200.00000000001,2918.0,16.0,2.0,No,No
12146,528000.0000000001,9263.0,84.0,0.0,Yes,No
12147,19200.0,565.0,20.0,0.0,No,No
12148,35000.0,2692.0,20.0,0.0,No,Yes
12149,0.0,0.0,70.0,0.0,No,No
12158,142800.0,2694.0,72.0,0.0,No,No
12161,64500.0,1152.0,56.0,0.0,No,Yes
12163,22000.0,710.0,23.0,0.0,No,Yes
12165,245400.00000000003,5008.0,88.0,0.0,No,No
12168,61000.0,1743.0,5.0,0.0,No,No
12170,74800.0,12467.0,69.0,0.0,No,Yes
12171,101500.0,4060.0,68.0,4.0,No,No
12173,135200.0,6438.0,31.0,0.0,No,Yes
12174,68800.0,1349.0,9.0,1.0,No,No
12175,140500.0,4683.0,66.0,2.0,No,Yes
12180,149500.0,5980.0,3.0,0.0,No,Yes
12181,270300.0000000001,30033.0,60.0,0.0,No,No
12187,34800.0,892.0,7.0,1.0,No,No
12192,93600.0,2925.0,18.0,1.0,No,No
12195,25200.0,1096.0,67.0,2.0,No,No
12196,30000.000000000004,1429.0,48.0,1.0,No,Yes
12198,178400.0,11893.0,34.0,1.0,No,Yes
12203,90600.0,2210.0,71.0,2.0,No,No
12207,271600.0,7147.0,81.0,0.0,No,No
12208,59000.0,2950.0,69.0,3.0,Yes,Yes
12210,80400.0,4020.0,72.0,1.0,No,No
12212,39500.0,1197.0,4.0,3.0,No,No
12213,31600.0,718.0,45.0,0.0,No,No
12217,178400.0,6862.0,28.0,0.0,No,No
12222,192600.00000000003,4098.0,66.0,0.0,No,No
12223,28200.000000000004,1343.0,24.0,2.0,No,No
12225,417600.0,20880.0,71.0,0.0,No,No
12226,206000.0,3887.0,22.0,0.0,No,Yes
12227,541500.0,41654.0,78.0,0.0,No,No
12228,70400.0,1805.0,57.0,0.0,No,No
12233,51600.0,3969.0,25.0,0.0,No,No
12235,223200.0,3783.0,45.0,1.0,No,Yes
12236,77200.0,1457.0,39.0,1.0,No,No
12238,0.0,0.0,94.0,0.0,Yes,No
12239,442800.00000000006,73800.0,25.0,0.0,No,Yes
12241,123000.0,5125.0,9.0,0.0,No,No
12242,95700.0,15950.0,84.0,1.0,No,No
12248,127600.0,3544.0,22.0,0.0,No,No
12252,0.0,0.0,1.0,1.0,No,No
12253,279000.0,7342.0,76.0,0.0,No,Yes
12254,72800.0,1255.0,44.0,3.0,No,No
12259,20600.0,710.0,7.0,2.0,No,No
12260,81000.0,16200.0,59.0,2.0,No,No
12261,58800.00000000001,1014.0,55.0,0.0,No,No
12266,98700.0,2407.0,80.0,2.0,No,No
12267,190400.00000000003,11900.0,35.0,2.0,No,No
12268,116000.0,2522.0,66.0,0.0,No,No
12270,60000.00000000001,1395.0,19.0,0.0,No,No
12271,196800.00000000003,4278.0,77.0,1.0,No,No
12272,78600.00000000001,3417.0,29.0,1.0,Yes,No
12274,238000.00000000003,10818.0,5.0,4.0,No,No
12277,40600.0,2256.0,78.0,0.0,No,No
12278,99000.0,1800.0,83.0,0.0,No,No
12280,46900.00000000001,1173.0,88.0,0.0,Yes,No
12283,81300.00000000001,2197.0,52.0,0.0,No,Yes
12285,38400.0,1097.0,25.0,0.0,No,No
12288,42300.000000000015,1459.0,29.0,2.0,Yes,No
12289,110000.0,4231.0,20.0,0.0,No,No
12293,19200.0,2133.0,26.0,0.0,Yes,No
12294,130900.0,3538.0,5.0,0.0,No,No
12295,17700.000000000004,347.0,39.0,0.0,No,No
12297,14800.0,435.0,20.0,2.0,Yes,No
12298,89400.0,1788.0,28.0,0.0,No,Yes
12299,239400.00000000003,5700.0,45.0,2.0,No,No
12301,157000.0,2855.0,32.0,1.0,No,No
12303,616500.0,11632.0,64.0,0.0,No,Yes
12304,106800.0,3956.0,55.0,0.0,No,No
12308,97400.0,2164.0,88.0,1.0,No,No
12310,24400.0,610.0,4.0,1.0,No,No
12314,63500.0,1114.0,30.0,2.0,No,No
12315,62400.0,4800.0,87.0,1.0,No,Yes
12316,130800.0,13080.0,80.0,0.0,No,No
12317,296000.0,26909.0,56.0,1.0,No,Yes
12318,8200.0,373.0,46.0,1.0,No,Yes
12319,0.0,0.0,25.0,0.0,No,No
12323,547500.0,10529.0,88.0,0.0,Yes,Yes
12324,173000.0,3932.0,72.0,0.0,No,Yes
12325,56400.0,2350.0,57.0,0.0,No,No
12328,16800.000000000004,560.0,65.0,0.0,No,No
12329,22000.0,917.0,8.0,1.0,No,No
12331,97600.0,1842.0,9.0,1.0,Yes,No
12332,19500.000000000004,348.0,20.0,0.0,No,No
12333,0.0,0.0,32.0,0.0,Yes,No
12334,7000.0,135.0,10.0,1.0,Yes,Yes
12339,45500.0,892.0,13.0,0.0,No,Yes
12342,165600.0,4731.0,39.0,0.0,No,No
12344,165200.00000000006,4029.0,35.0,0.0,Yes,No
12346,36800.0,836.0,26.0,2.0,No,No
12348,40000.0,690.0,82.0,1.0,No,No
12350,0.0,0.0,13.0,0.0,No,No
12352,95500.0,8682.0,31.0,3.0,Yes,No
12353,60200.00000000001,1881.0,70.0,0.0,No,Yes
12355,0.0,0.0,5.0,4.0,No,No
12357,148400.0,4365.0,7.0,0.0,No,Yes
12358,122000.0,13556.0,25.0,0.0,No,Yes
12360,15800.0,1215.0,58.0,0.0,No,No
12361,47600.0,2800.0,68.0,0.0,No,No
12371,48000.00000000001,2526.0,53.0,0.0,No,No
12372,386400.00000000006,64400.0,60.0,0.0,No,No
12373,205200.00000000003,7600.0,68.0,0.0,No,No
12374,46800.0,1872.0,47.0,0.0,No,No
12378,42000.0,764.0,85.0,0.0,No,Yes
12379,262800.0000000001,65700.0,32.0,0.0,No,No
12380,0.0,0.0,86.0,0.0,No,No
12381,360000.0,11250.0,21.0,2.0,No,No
12382,38800.0,719.0,26.0,0.0,No,No
12387,47600.0,1831.0,17.0,0.0,No,No
12390,34400.0,930.0,36.0,1.0,No,No
12394,0.0,0.0,14.0,0.0,No,No
12398,149500.0,5980.0,3.0,0.0,No,No
12399,396900.00000000006,30531.0,39.0,1.0,No,No
12400,40800.0,2550.0,54.0,2.0,No,Yes
12405,28800.0,720.0,58.0,0.0,No,No
12406,109200.0,5200.0,38.0,3.0,No,No
12407,74800.0,1290.0,20.0,3.0,Yes,No
12410,73200.0,1830.0,25.0,0.0,No,No
12411,83000.0,1804.0,55.0,1.0,No,No
12412,129500.0,5630.0,62.0,2.0,Yes,Yes
12414,0.0,0.0,73.0,0.0,No,Yes
12415,213500.00000000003,53375.0,72.0,0.0,No,No
12418,614900.0,13975.0,81.0,1.0,Yes,No
12419,198000.0,4400.0,93.0,3.0,No,No
12424,126800.0,8453.0,88.0,0.0,No,No
12425,97600.0,5741.0,91.0,2.0,No,No
12430,184400.0,14185.0,30.0,0.0,No,No
12431,75600.00000000001,9450.0,50.0,0.0,No,Yes
12435,138800.0,3653.0,26.0,3.0,No,No
12436,73000.0,4562.0,76.0,0.0,No,No
12437,33300.0,740.0,1.0,2.0,No,No
12438,144000.0,3349.0,56.0,2.0,No,No
12439,105700.0,11744.0,69.0,0.0,No,No
12440,176000.0,3667.0,57.0,0.0,No,No
12441,0.0,0.0,5.0,0.0,Yes,No
12445,0.0,0.0,88.0,0.0,No,No
12446,103600.0,4144.0,29.0,3.0,No,No
12447,380800.0,7771.0,26.0,0.0,No,No
12450,286300.0,6362.0,14.0,1.0,No,Yes
12451,144400.0,2579.0,91.0,0.0,No,No
12452,46600.0,1412.0,14.0,0.0,Yes,Yes
12453,52200.00000000001,3263.0,23.0,2.0,No,No
12458,19600.0,408.0,14.0,1.0,No,No
12460,78400.00000000001,7840.0,24.0,1.0,No,Yes
12461,44000.0,898.0,24.0,1.0,No,Yes
12475,84000.00000000001,2625.0,78.0,0.0,No,No
12477,1092000.0,52000.0,81.0,1.0,No,No
12478,0.0,0.0,12.0,1.0,No,No
12481,800800.0000000001,80080.0,74.0,0.0,No,No
12482,126500.0,15812.0,29.0,2.0,No,No
12487,83600.0,5573.0,17.0,1.0,No,No
12488,0.0,0.0,51.0,2.0,No,No
12495,646800.0000000001,13475.0,4.0,1.0,No,Yes
12496,0.0,0.0,18.0,1.0,No,No
12497,4800.0,178.0,7.0,2.0,No,No
12498,69600.00000000001,1365.0,89.0,1.0,No,Yes
12501,162400.00000000006,3383.0,75.0,0.0,Yes,No
12507,163500.0,6812.0,18.0,1.0,No,No
12508,82500.0,6875.0,68.0,0.0,No,No
12509,79200.00000000001,1722.0,69.0,0.0,No,No
12512,436500.0,15052.0,20.0,0.0,No,Yes
12519,62400.0,1135.0,40.0,0.0,Yes,No
12521,273200.0,8035.0,76.0,0.0,No,No
12522,93000.0,1860.0,58.0,0.0,No,Yes
12525,170800.00000000006,18978.0,92.0,0.0,No,No
12526,54000.0,1102.0,95.0,0.0,No,Yes
12528,84600.00000000001,3678.0,27.0,1.0,No,No
12529,4900.0,188.0,88.0,0.0,No,No
12531,43800.0,2433.0,42.0,1.0,No,No
12532,191100.00000000003,23888.0,78.0,1.0,No,No
12533,406500.0,8130.0,39.0,0.0,No,No
12535,175000.0,5000.0,93.0,0.0,No,No
12536,92800.0,2900.0,82.0,1.0,No,Yes
12538,97000.0,3129.0,45.0,0.0,No,No
12540,107100.0,2231.0,75.0,1.0,No,No
12541,177000.0,4214.0,46.0,1.0,No,No
12542,305100.0,5171.0,32.0,1.0,No,No
12543,5900.0,246.0,34.0,2.0,Yes,No
12545,184200.00000000003,4847.0,10.0,3.0,No,Yes
12547,32500.0,1548.0,69.0,0.0,No,No
12550,40000.0,769.0,27.0,0.0,Yes,Yes
12551,18400.0,968.0,8.0,3.0,No,No
12552,0.0,0.0,16.0,0.0,Yes,No
12553,95000.0,2969.0,11.0,1.0,No,No
12556,24000.0,407.0,8.0,0.0,No,No
12557,14200.0,507.0,4.0,0.0,No,Yes
12559,42000.0,1200.0,94.0,0.0,No,No
12561,0.0,0.0,42.0,1.0,No,No
12567,28400.0,481.0,43.0,0.0,No,Yes
12571,32400.0,2160.0,29.0,3.0,No,No
12573,73600.0,1937.0,77.0,0.0,No,No
12574,56400.0,3133.0,17.0,2.0,Yes,No
12575,24500.0,942.0,24.0,1.0,Yes,No
12577,48300.0,1178.0,57.0,1.0,No,No
12580,96300.0,1783.0,82.0,0.0,Yes,Yes
12582,0.0,0.0,92.0,2.0,No,No
12584,132000.0,4889.0,2.0,1.0,No,No
12592,80700.00000000001,1368.0,19.0,0.0,No,No
12595,24000.000000000004,1263.0,20.0,0.0,No,No
12596,48000.00000000001,1600.0,40.0,0.0,No,No
12598,25600.0,502.0,56.0,0.0,No,No
12601,58000.0,3625.0,59.0,1.0,Yes,No
12603,41000.0,2412.0,57.0,2.0,No,No
12604,81900.00000000001,2214.0,10.0,1.0,No,No
