ApplicationNumber,Age,Gender,IncomeSource,Income,Loan,LoanTerm,CIBIL,CoAppStatus,CoAppCIBIL,CoAppIncome,ApplicationThrough,ApplicationTime,MobileOS,Score
10701,53,Male,Business,12000.0,315000.0,18.0,612.0,Yes,677.0,7000.0,DirectBank,13:15:00,,50.0
10702,38,Female,Self Employed,55000.0,40000.0,34.0,787.0,No,,,DirectBank,10:11:00,,43.0
10703,45,Female,Self Employed,72000.0,400000.0,25.0,485.0,Yes,734.0,14000.0,DirectBank,17:44:00,,36.0
10705,23,Female,Self Employed,6000.0,388000.0,32.0,361.0,Yes,,13000.0,DirectBank,15:56:00,,48.0
10706,42,Male,Salaried,77000.0,309000.0,22.0,645.0,No,,,DirectBank,13:00:00,,39.0
10708,49,Female,Salaried,27000.0,90000.0,19.0,595.0,Yes,,18000.0,PaidAd,22:21:00,Android,37.0
10710,54,Male,Self Employed,54000.0,80000.0,28.0,625.0,Yes,511.0,51000.0,DirectBank,11:48:00,,50.0
10711,45,Female,Self Employed,13000.0,108000.0,13.0,554.0,No,,,Agent,17:53:00,,42.0
10712,26,Male,Professional,42000.0,206000.0,27.0,583.0,Yes,453.0,8000.0,PaidAd,12:07:00,Android,47.0
10714,24,Female,Business,15000.0,184000.0,31.0,601.0,No,,,DirectBank,17:51:00,,41.0
10716,35,Male,Self Employed,13000.0,64000.0,24.0,691.0,Yes,532.0,15000.0,PaidAd,19:19:00,Android,44.0
10718,57,Female,Salaried,14000.0,498000.0,29.0,791.0,Yes,652.0,26000.0,Agent,16:28:00,,49.0
10723,24,Female,Self Employed,47000.0,169000.0,12.0,755.0,Yes,678.0,47000.0,DirectBank,15:33:00,,43.0
10724,55,Male,Self Employed,92000.0,85000.0,34.0,624.0,No,,,DirectBank,09:24:00,,41.0
10725,22,Female,Self Employed,19000.0,405000.0,30.0,592.0,Yes,362.0,10000.0,PaidAd,14:57:00,Android,50.0
10726,65,Male,Business,30000.0,41000.0,13.0,,No,,,DirectBank,10:56:00,,47.0
10729,37,Male,Self Employed,55000.0,236000.0,14.0,351.0,No,,,DirectOnline,13:00:00,Android,50.0
10732,28,Male,Professional,47000.0,284000.0,28.0,327.0,No,,,DirectBank,15:54:00,,47.0
10734,27,Others,Professional,27000.0,917000.0,31.0,690.0,No,,,DirectOnline,22:20:00,iOS,45.0
10736,31,Male,Professional,56000.0,165000.0,33.0,420.0,No,,,Agent,14:00:00,,36.0
10737,36,Female,Salaried,46000.0,146000.0,16.0,657.0,No,,,DirectBank,17:08:00,,39.0
10739,60,Female,Self Employed,40000.0,89000.0,30.0,613.0,Yes,366.0,42000.0,DirectBank,12:06:00,,44.0
10740,32,Female,Self Employed,21000.0,492000.0,27.0,719.0,Yes,371.0,33000.0,PaidAd,14:16:00,iOS,44.0
10745,56,Male,Business,17000.0,352000.0,26.0,854.0,Yes,,7000.0,DirectBank,13:01:00,,44.0
10748,56,Male,Self Employed,67000.0,71000.0,24.0,622.0,Yes,,24000.0,DirectBank,16:26:00,,45.0
10750,50,Male,Business,25000.0,48000.0,27.0,536.0,Yes,591.0,22000.0,DirectBank,12:50:00,,49.0
10751,24,Male,Self Employed,53000.0,233000.0,15.0,690.0,Yes,418.0,35000.0,PaidAd,11:26:00,Android,50.0
10752,62,Female,Business,52000.0,160000.0,28.0,375.0,Yes,474.0,98000.0,Agent,16:56:00,,50.0
10753,56,Female,Self Employed,50000.0,68000.0,32.0,361.0,Yes,357.0,39000.0,DirectBank,15:32:00,,43.0
10754,53,Male,Salaried,48000.0,491000.0,18.0,737.0,Yes,423.0,5000.0,DirectBank,15:40:00,,46.0
10755,52,Male,Professional,15000.0,132000.0,15.0,529.0,Yes,860.0,37000.0,PaidAd,10:52:00,Android,48.0
10756,46,Male,Business,21000.0,45000.0,33.0,739.0,Yes,528.0,14000.0,DirectOnline,11:21:00,Android,47.0
10757,65,Female,Salaried,20000.0,664000.0,29.0,547.0,Yes,850.0,14000.0,DirectBank,16:48:00,,48.0
10760,33,Male,Self Employed,37000.0,417000.0,31.0,523.0,Yes,384.0,26000.0,DirectBank,17:12:00,,49.0
10762,52,Male,Salaried,49000.0,334000.0,25.0,356.0,No,,,DirectBank,12:41:00,,50.0
10766,20,Male,Self Employed,43000.0,398000.0,23.0,542.0,No,,,DirectOnline,14:40:00,Android,50.0
10768,27,Female,Business,32000.0,213000.0,15.0,797.0,Yes,488.0,8000.0,DirectBank,09:31:00,,38.0
10774,30,Female,Business,8000.0,181000.0,35.0,792.0,No,,,DirectBank,16:39:00,,37.0
10775,28,Male,Professional,55000.0,394000.0,20.0,315.0,Yes,615.0,21000.0,Agent,09:05:00,,43.0
10776,44,Male,Self Employed,39000.0,86000.0,25.0,520.0,No,,,DirectBank,14:05:00,,49.0
10778,39,Female,Self Employed,54000.0,87000.0,19.0,648.0,No,,,DirectOnline,12:04:00,Android,49.0
10779,59,Female,Self Employed,37000.0,64000.0,21.0,655.0,Yes,418.0,43000.0,DirectBank,10:41:00,,39.0
10786,32,Female,Self Employed,26000.0,328000.0,30.0,833.0,Yes,635.0,50000.0,DirectBank,09:28:00,,42.0
10790,22,Male,Salaried,25000.0,332000.0,25.0,860.0,No,,,DirectBank,16:02:00,,47.0
10791,52,Male,Salaried,48000.0,161000.0,29.0,427.0,Yes,721.0,36000.0,DirectBank,09:41:00,,44.0
10792,56,Male,Business,44000.0,480000.0,26.0,373.0,No,,,DirectBank,09:29:00,,50.0
10793,27,Female,Salaried,43000.0,420000.0,25.0,488.0,No,,,PaidAd,15:42:00,Android,47.0
10794,48,Male,Salaried,29000.0,237000.0,32.0,751.0,Yes,642.0,25000.0,Agent,12:26:00,,38.0
10795,30,Female,Self Employed,67000.0,198000.0,12.0,597.0,Yes,310.0,32000.0,DirectOnline,16:37:00,iOS,50.0
10797,36,Female,Business,37000.0,416000.0,20.0,451.0,Yes,561.0,14000.0,DirectBank,09:03:00,,50.0
10798,62,Male,Self Employed,27000.0,203000.0,34.0,730.0,No,,,DirectBank,15:32:00,,42.0
10801,44,Male,Business,64000.0,118000.0,16.0,787.0,No,,,DirectBank,14:14:00,,35.0
10805,45,Male,Self Employed,75000.0,149000.0,21.0,327.0,Yes,852.0,17000.0,Agent,10:05:00,,41.0
10806,21,Male,Business,10000.0,87000.0,27.0,583.0,Yes,855.0,21000.0,DirectBank,16:33:00,,42.0
10807,62,Male,Salaried,52000.0,42000.0,32.0,741.0,Yes,615.0,45000.0,DirectOnline,15:51:00,Android,46.0
10812,28,Male,Self Employed,46000.0,193000.0,20.0,568.0,Yes,652.0,24000.0,PaidAd,11:03:00,Android,48.0
10813,49,Male,Salaried,59000.0,458000.0,26.0,853.0,Yes,561.0,81000.0,DirectBank,17:20:00,,35.0
10816,45,Female,Self Employed,14000.0,388000.0,30.0,637.0,No,,,DirectBank,11:14:00,,47.0
10819,21,Female,Self Employed,26000.0,47000.0,17.0,,No,,,DirectBank,12:13:00,,41.0
10820,28,Female,Business,35000.0,224000.0,35.0,549.0,No,,,DirectBank,15:43:00,,41.0
10821,46,Male,Self Employed,23000.0,96000.0,28.0,,Yes,548.0,13000.0,DirectOnline,11:16:00,iOS,45.0
10822,25,Female,Self Employed,10000.0,385000.0,18.0,385.0,Yes,490.0,36000.0,DirectBank,14:51:00,,47.0
10823,62,Female,Business,50000.0,486000.0,30.0,617.0,Yes,630.0,19000.0,PaidAd,20:00:00,iOS,42.0
10826,30,Female,Self Employed,9000.0,137000.0,13.0,803.0,No,,,Agent,16:43:00,,39.0
10831,40,Male,Salaried,51000.0,164000.0,32.0,367.0,Yes,392.0,9000.0,DirectOnline,16:15:00,Android,46.0
10833,44,Male,Professional,96000.0,143000.0,22.0,741.0,Yes,557.0,45000.0,DirectOnline,19:52:00,Android,42.0
10835,47,Male,Salaried,25000.0,382000.0,28.0,521.0,No,,,PaidAd,12:55:00,Android,45.0
10838,50,Male,Self Employed,24000.0,434000.0,35.0,448.0,Yes,729.0,9000.0,DirectBank,15:47:00,,47.0
10839,35,Male,Self Employed,15000.0,140000.0,29.0,570.0,Yes,671.0,31000.0,DirectBank,16:45:00,,48.0
10844,24,Female,Self Employed,78000.0,442000.0,34.0,414.0,Yes,745.0,21000.0,PaidAd,19:48:00,Android,41.0
10851,49,Male,Salaried,46000.0,63000.0,29.0,509.0,Yes,615.0,20000.0,Agent,15:43:00,,45.0
10854,37,Male,Salaried,15000.0,127000.0,18.0,421.0,No,,,DirectBank,09:33:00,,42.0
10859,27,Female,Self Employed,20000.0,66000.0,28.0,632.0,Yes,378.0,14000.0,DirectBank,17:10:00,,46.0
10860,42,Male,Self Employed,37000.0,266000.0,26.0,508.0,No,,,DirectOnline,13:59:00,Android,45.0
10861,24,Male,Salaried,18000.0,212000.0,28.0,741.0,No,,,DirectBank,14:02:00,,46.0
10864,39,Female,Salaried,46000.0,105000.0,23.0,651.0,No,,,DirectOnline,16:47:00,Android,39.0
10865,56,Male,Business,53000.0,70000.0,34.0,362.0,Yes,402.0,13000.0,DirectBank,16:40:00,,46.0
10868,24,Female,Self Employed,52000.0,587000.0,30.0,722.0,No,,,DirectOnline,13:52:00,Android,48.0
10869,35,Male,Salaried,77000.0,552000.0,27.0,343.0,Yes,555.0,9000.0,Agent,09:35:00,,39.0
10871,61,Male,Salaried,15000.0,361000.0,19.0,435.0,No,,,DirectBank,12:05:00,,50.0
10873,22,Female,Self Employed,46000.0,315000.0,29.0,655.0,Yes,663.0,39000.0,DirectBank,13:18:00,,46.0
10876,38,Female,Self Employed,59000.0,129000.0,28.0,552.0,Yes,612.0,11000.0,DirectBank,10:59:00,,43.0
10877,39,Female,Business,69000.0,370000.0,20.0,,Yes,481.0,15000.0,DirectBank,10:53:00,,41.0
10878,47,Female,Business,18000.0,335000.0,30.0,643.0,No,,,DirectBank,11:18:00,,49.0
10885,35,Male,Salaried,38000.0,161000.0,19.0,682.0,No,,,DirectBank,17:33:00,,33.0
10886,64,Male,Professional,51000.0,40000.0,34.0,694.0,No,,,DirectBank,17:17:00,,38.0
10887,24,Male,Professional,66000.0,225000.0,25.0,652.0,Yes,590.0,44000.0,DirectBank,10:43:00,,41.0
10890,46,Female,Self Employed,38000.0,87000.0,17.0,463.0,No,,,Agent,17:54:00,,41.0
10891,52,Male,Self Employed,41000.0,194000.0,31.0,524.0,Yes,300.0,8000.0,Agent,17:09:00,,47.0
10892,20,Female,Professional,85000.0,132000.0,30.0,,Yes,441.0,24000.0,DirectBank,12:58:00,,43.0
10894,23,Male,Salaried,74000.0,265000.0,18.0,469.0,No,,,DirectBank,12:26:00,,41.0
10896,65,Female,Self Employed,19000.0,84000.0,31.0,505.0,Yes,368.0,25000.0,DirectBank,16:12:00,,50.0
10897,37,Male,Professional,92000.0,459000.0,30.0,382.0,Yes,688.0,16000.0,DirectBank,17:47:00,,48.0
10898,23,Male,Salaried,42000.0,304000.0,35.0,426.0,No,,,PaidAd,00:31:00,Android,46.0
10899,45,Female,Business,89000.0,44000.0,21.0,305.0,No,,,DirectBank,11:10:00,,45.0
10903,32,Male,Self Employed,11000.0,399000.0,35.0,838.0,No,,,DirectBank,17:55:00,,34.0
10906,41,Female,Salaried,45000.0,167000.0,32.0,483.0,No,,,DirectBank,10:46:00,,30.0
10907,27,Male,Salaried,30000.0,101000.0,26.0,686.0,Yes,739.0,5000.0,PaidAd,14:18:00,Android,49.0
10908,28,Female,Self Employed,30000.0,120000.0,19.0,367.0,Yes,680.0,38000.0,PaidAd,09:02:00,Android,48.0
10912,54,Female,Self Employed,15000.0,435000.0,19.0,350.0,Yes,857.0,37000.0,DirectBank,13:40:00,,49.0
10925,23,Male,Salaried,31000.0,277000.0,31.0,523.0,Yes,471.0,23000.0,DirectBank,12:08:00,,47.0
10926,36,Female,Self Employed,59000.0,182000.0,24.0,359.0,Yes,394.0,19000.0,DirectBank,09:21:00,,48.0
10928,28,Male,Self Employed,50000.0,264000.0,14.0,763.0,Yes,744.0,9000.0,PaidAd,10:44:00,Android,37.0
10930,47,Male,Salaried,16000.0,63000.0,16.0,550.0,No,,,DirectOnline,19:36:00,iOS,41.0
10932,60,Female,Business,46000.0,141000.0,19.0,845.0,No,,,PaidAd,03:30:00,Android,48.0
10934,36,Male,Business,15000.0,489000.0,33.0,672.0,Yes,669.0,6000.0,DirectBank,13:37:00,,48.0
10935,47,Female,Self Employed,95000.0,319000.0,19.0,824.0,Yes,646.0,41000.0,PaidAd,19:22:00,Android,46.0
10936,23,Male,Self Employed,28000.0,88000.0,26.0,664.0,No,,,DirectBank,16:41:00,,46.0
10937,46,Male,Salaried,54000.0,185000.0,34.0,694.0,No,,,DirectOnline,13:01:00,Android,46.0
10938,50,Male,Salaried,19000.0,241000.0,13.0,486.0,Yes,690.0,43000.0,Agent,16:19:00,,48.0
10939,36,Female,Self Employed,16000.0,281000.0,15.0,624.0,Yes,355.0,16000.0,DirectBank,17:31:00,,49.0
10940,22,Female,Self Employed,36000.0,430000.0,25.0,752.0,No,,,DirectBank,13:42:00,,50.0
10941,22,Female,Business,34000.0,160000.0,23.0,428.0,Yes,364.0,9000.0,DirectBank,14:53:00,,50.0
10944,60,Male,Self Employed,29000.0,123000.0,32.0,535.0,No,,,DirectOnline,09:45:00,Android,48.0
10945,22,Male,Self Employed,78000.0,236000.0,19.0,480.0,No,,,DirectBank,13:27:00,,42.0
10946,30,Female,Self Employed,19000.0,41000.0,33.0,396.0,Yes,708.0,26000.0,DirectBank,12:44:00,,50.0
10948,25,Male,Business,94000.0,446000.0,32.0,573.0,Yes,,95000.0,DirectOnline,02:45:00,Android,47.0
10950,50,Male,Self Employed,33000.0,322000.0,34.0,358.0,Yes,536.0,10000.0,DirectBank,12:26:00,,48.0
10953,53,Female,Business,24000.0,95000.0,12.0,494.0,Yes,429.0,95000.0,DirectBank,15:19:00,,48.0
10957,27,Male,Salaried,98000.0,300000.0,22.0,649.0,Yes,668.0,44000.0,DirectOnline,05:41:00,Android,42.0
10965,24,Male,Salaried,48000.0,176000.0,35.0,,Yes,611.0,42000.0,DirectBank,17:16:00,,39.0
10975,41,Male,Professional,30000.0,224000.0,17.0,804.0,No,,,DirectBank,09:45:00,,42.0
10978,43,Female,Business,53000.0,475000.0,34.0,794.0,Yes,653.0,6000.0,DirectBank,16:30:00,,40.0
10979,24,Female,Self Employed,37000.0,126000.0,14.0,590.0,Yes,500.0,14000.0,DirectBank,10:18:00,,46.0
10982,59,Female,Salaried,28000.0,50000.0,35.0,786.0,No,,,DirectOnline,15:24:00,Android,41.0
10983,44,Male,Salaried,38000.0,52000.0,35.0,356.0,No,,,Agent,10:46:00,,45.0
10984,41,Female,Self Employed,26000.0,44000.0,22.0,656.0,No,,,DirectBank,11:11:00,,43.0
10987,34,Female,Self Employed,53000.0,215000.0,21.0,574.0,No,,,DirectOnline,17:49:00,Android,44.0
10989,56,Male,Salaried,81000.0,56000.0,19.0,696.0,Yes,441.0,31000.0,DirectBank,16:47:00,,46.0
10991,33,Male,Self Employed,46000.0,244000.0,13.0,554.0,No,,,DirectBank,09:15:00,,41.0
10992,43,Female,Self Employed,56000.0,248000.0,18.0,601.0,Yes,487.0,90000.0,DirectBank,17:32:00,,36.0
10998,24,Female,Business,33000.0,652000.0,33.0,552.0,No,,,DirectBank,17:40:00,,45.0
11001,57,Female,Self Employed,15000.0,453000.0,26.0,567.0,Yes,894.0,55000.0,Agent,12:48:00,,43.0
11003,23,Female,Professional,57000.0,215000.0,22.0,,Yes,652.0,66000.0,DirectBank,10:55:00,,47.0
11004,34,Female,Salaried,56000.0,303000.0,21.0,524.0,No,,,DirectBank,09:59:00,,33.0
11006,20,Male,Self Employed,67000.0,290000.0,24.0,725.0,Yes,640.0,14000.0,PaidAd,19:58:00,Android,47.0
11009,41,Male,Salaried,5000.0,275000.0,13.0,533.0,Yes,523.0,20000.0,DirectBank,15:06:00,,49.0
11010,37,Male,Self Employed,19000.0,182000.0,34.0,576.0,Yes,690.0,17000.0,DirectBank,12:08:00,,44.0
11013,37,Male,Salaried,33000.0,886000.0,33.0,566.0,Yes,,29000.0,DirectOnline,19:58:00,Android,49.0
11014,28,Female,Self Employed,24000.0,351000.0,25.0,574.0,Yes,571.0,55000.0,DirectBank,17:40:00,,46.0
11015,28,Female,Self Employed,64000.0,487000.0,25.0,501.0,Yes,534.0,31000.0,PaidAd,14:17:00,Android,45.0
11020,44,Female,Self Employed,40000.0,87000.0,24.0,,Yes,457.0,53000.0,DirectBank,10:18:00,,36.0
11021,23,Female,Business,49000.0,62000.0,21.0,689.0,No,,,PaidAd,15:37:00,Android,47.0
11023,40,Female,Self Employed,56000.0,157000.0,25.0,554.0,Yes,537.0,60000.0,DirectBank,09:14:00,,47.0
11026,31,Female,Self Employed,37000.0,49000.0,23.0,609.0,Yes,521.0,37000.0,DirectBank,11:21:00,,47.0
11028,34,Female,Business,31000.0,55000.0,34.0,396.0,No,,,DirectOnline,20:20:00,Android,45.0
11032,46,Female,Professional,91000.0,247000.0,19.0,528.0,No,,,DirectBank,14:40:00,,37.0
11033,36,Male,Self Employed,56000.0,518000.0,32.0,588.0,No,,,DirectBank,11:00:00,,46.0
11034,38,Male,Salaried,19000.0,693000.0,32.0,365.0,Yes,,71000.0,Agent,12:44:00,,49.0
11036,40,Male,Business,16000.0,198000.0,29.0,631.0,No,,,DirectOnline,10:56:00,Android,49.0
11039,62,Female,Self Employed,41000.0,224000.0,25.0,613.0,Yes,617.0,40000.0,DirectBank,11:04:00,,41.0
11040,29,Female,Business,52000.0,206000.0,23.0,465.0,Yes,613.0,14000.0,DirectBank,13:46:00,,42.0
11041,33,Female,Self Employed,41000.0,61000.0,34.0,821.0,Yes,591.0,47000.0,DirectBank,15:57:00,,28.0
11045,22,Male,Professional,73000.0,351000.0,22.0,439.0,No,,,Agent,13:43:00,,45.0
11047,52,Female,Salaried,51000.0,160000.0,25.0,847.0,Yes,453.0,54000.0,Agent,11:53:00,,31.0
11048,49,Male,Self Employed,98000.0,91000.0,17.0,435.0,Yes,611.0,92000.0,DirectBank,15:29:00,,43.0
11051,24,Male,Salaried,91000.0,249000.0,35.0,642.0,Yes,373.0,53000.0,DirectBank,15:50:00,,45.0
11055,55,Male,Salaried,19000.0,128000.0,13.0,666.0,Yes,571.0,47000.0,DirectOnline,16:12:00,Android,46.0
11057,31,Male,Self Employed,66000.0,118000.0,20.0,567.0,Yes,,56000.0,DirectBank,17:01:00,,38.0
11060,30,Female,Salaried,26000.0,133000.0,15.0,477.0,No,,,PaidAd,11:04:00,Android,44.0
11061,28,Male,Business,15000.0,170000.0,30.0,405.0,No,,,DirectBank,16:09:00,,48.0
11063,23,Female,Self Employed,11000.0,357000.0,32.0,484.0,No,,,DirectOnline,14:26:00,iOS,48.0
11065,35,Male,Professional,45000.0,336000.0,32.0,652.0,No,,,DirectOnline,13:45:00,iOS,46.0
11068,21,Male,Salaried,21000.0,556000.0,20.0,576.0,Yes,612.0,31000.0,DirectBank,14:25:00,,45.0
11072,64,Male,Salaried,14000.0,56000.0,35.0,488.0,No,,,DirectOnline,18:39:00,Android,44.0
11073,49,Male,Business,22000.0,57000.0,18.0,842.0,Yes,564.0,40000.0,DirectOnline,19:06:00,Android,45.0
11077,63,Male,Salaried,53000.0,408000.0,19.0,661.0,No,,,DirectBank,09:37:00,,43.0
11078,20,Male,Professional,13000.0,768000.0,23.0,463.0,No,,,Agent,17:29:00,,47.0
11081,31,Male,Self Employed,41000.0,215000.0,13.0,,No,,,DirectBank,11:08:00,,46.0
11085,43,Male,Salaried,40000.0,479000.0,27.0,324.0,Yes,480.0,55000.0,PaidAd,12:16:00,Android,46.0
11086,21,Male,Self Employed,50000.0,217000.0,16.0,504.0,Yes,606.0,10000.0,DirectBank,10:33:00,,47.0
11087,34,Male,Self Employed,36000.0,426000.0,25.0,688.0,Yes,539.0,6000.0,DirectBank,13:43:00,,46.0
11091,52,Female,Business,79000.0,236000.0,27.0,782.0,Yes,721.0,15000.0,DirectBank,17:47:00,,39.0
11092,23,Female,Self Employed,18000.0,429000.0,21.0,355.0,Yes,560.0,84000.0,PaidAd,16:12:00,Android,47.0
11093,62,Male,Business,64000.0,230000.0,33.0,760.0,No,,,DirectBank,09:07:00,,38.0
11094,24,Male,Professional,23000.0,499000.0,27.0,478.0,No,,,DirectOnline,13:34:00,Android,49.0
11095,43,Female,Salaried,51000.0,324000.0,21.0,784.0,Yes,640.0,40000.0,DirectOnline,16:50:00,Android,40.0
11097,48,Male,Self Employed,14000.0,394000.0,21.0,434.0,Yes,368.0,7000.0,DirectBank,11:11:00,,46.0
11098,54,Male,Self Employed,60000.0,812000.0,23.0,577.0,Yes,552.0,12000.0,DirectBank,17:08:00,,47.0
11099,30,Male,Self Employed,22000.0,352000.0,28.0,547.0,Yes,825.0,65000.0,DirectBank,16:04:00,,50.0
11101,59,Male,Salaried,34000.0,211000.0,32.0,662.0,No,,,DirectBank,10:39:00,,30.0
11102,22,Male,Salaried,12000.0,481000.0,29.0,586.0,No,,,PaidAd,10:51:00,Android,49.0
11103,39,Male,Self Employed,99000.0,89000.0,20.0,656.0,No,,,DirectBank,15:47:00,,45.0
11104,29,Male,Salaried,24000.0,213000.0,31.0,395.0,No,,,PaidAd,05:02:00,Android,43.0
11105,43,Female,Salaried,33000.0,345000.0,35.0,,Yes,761.0,83000.0,DirectBank,10:34:00,,46.0
11106,34,Female,Self Employed,9000.0,93000.0,14.0,,Yes,,10000.0,DirectOnline,16:09:00,Android,49.0
11110,50,Male,Self Employed,51000.0,248000.0,31.0,597.0,No,,,DirectOnline,10:33:00,Android,48.0
11111,26,Male,Salaried,22000.0,366000.0,19.0,683.0,Yes,555.0,96000.0,DirectBank,16:36:00,,49.0
11115,64,Female,Business,97000.0,329000.0,19.0,379.0,No,,,DirectBank,13:31:00,,36.0
11116,63,Female,Business,9000.0,210000.0,28.0,595.0,Yes,643.0,39000.0,DirectBank,09:20:00,,47.0
11117,56,Female,Business,34000.0,199000.0,20.0,678.0,No,,,DirectBank,12:43:00,,41.0
11121,59,Female,Business,43000.0,293000.0,15.0,,No,,,DirectBank,15:55:00,,48.0
11123,24,Female,Salaried,18000.0,240000.0,25.0,,No,,,DirectBank,15:21:00,,46.0
11125,38,Male,Salaried,36000.0,354000.0,33.0,576.0,Yes,551.0,36000.0,PaidAd,16:04:00,iOS,38.0
11128,25,Male,Business,51000.0,368000.0,33.0,333.0,No,,,DirectBank,09:31:00,,49.0
11140,53,Male,Self Employed,92000.0,342000.0,21.0,371.0,Yes,705.0,29000.0,DirectBank,17:10:00,,39.0
11141,20,Female,Self Employed,10000.0,94000.0,24.0,651.0,Yes,425.0,14000.0,DirectBank,10:42:00,,50.0
11142,55,Female,Self Employed,33000.0,126000.0,22.0,690.0,Yes,541.0,14000.0,DirectBank,10:11:00,,42.0
11143,38,Others,Self Employed,25000.0,307000.0,20.0,713.0,Yes,529.0,43000.0,DirectBank,10:11:00,,45.0
11144,20,Male,Salaried,82000.0,42000.0,23.0,,Yes,401.0,16000.0,DirectBank,11:57:00,,42.0
11146,26,Male,Self Employed,16000.0,393000.0,20.0,777.0,Yes,689.0,19000.0,DirectOnline,08:16:00,Android,48.0
11147,25,Male,Salaried,45000.0,83000.0,18.0,559.0,No,,,DirectBank,09:13:00,,32.0
11149,64,Male,Self Employed,58000.0,111000.0,22.0,573.0,Yes,834.0,22000.0,DirectBank,17:17:00,,44.0
11151,46,Female,Business,98000.0,416000.0,33.0,459.0,Yes,670.0,31000.0,Agent,17:46:00,,32.0
11152,45,Male,Salaried,21000.0,139000.0,25.0,594.0,Yes,779.0,27000.0,DirectBank,14:08:00,,38.0
11153,51,Female,Business,23000.0,867000.0,31.0,407.0,No,,,DirectBank,10:32:00,,50.0
11154,64,Male,Salaried,89000.0,74000.0,32.0,521.0,Yes,596.0,50000.0,DirectOnline,16:51:00,Android,46.0
11159,36,Female,Professional,48000.0,328000.0,19.0,580.0,No,,,DirectBank,14:41:00,,49.0
11165,41,Female,Self Employed,19000.0,271000.0,16.0,552.0,Yes,838.0,43000.0,DirectBank,12:29:00,,43.0
11166,28,Male,Professional,32000.0,170000.0,12.0,696.0,No,,,DirectBank,13:38:00,,43.0
11169,39,Male,Self Employed,5000.0,176000.0,27.0,589.0,No,,,DirectBank,14:36:00,,40.0
11170,23,Male,Salaried,48000.0,436000.0,21.0,585.0,Yes,,41000.0,DirectBank,13:44:00,,41.0
11174,45,Female,Salaried,35000.0,327000.0,24.0,310.0,Yes,523.0,53000.0,DirectBank,13:06:00,,46.0
11180,41,Male,Salaried,99000.0,665000.0,32.0,391.0,No,,,PaidAd,06:42:00,Android,46.0
11183,59,Male,Salaried,45000.0,117000.0,13.0,,Yes,426.0,12000.0,PaidAd,14:46:00,Android,50.0
11185,46,Male,Salaried,23000.0,83000.0,13.0,799.0,Yes,,58000.0,DirectBank,13:12:00,,33.0
11190,37,Male,Salaried,17000.0,256000.0,22.0,511.0,No,,,DirectBank,14:57:00,,48.0
11192,37,Male,Self Employed,52000.0,102000.0,35.0,598.0,Yes,821.0,43000.0,DirectBank,14:54:00,,41.0
11194,34,Male,Self Employed,15000.0,122000.0,32.0,604.0,No,,,PaidAd,08:52:00,Android,42.0
11197,34,Male,Salaried,53000.0,398000.0,21.0,898.0,Yes,,31000.0,DirectOnline,11:44:00,Android,47.0
11200,24,Male,Self Employed,52000.0,100000.0,17.0,637.0,Yes,533.0,47000.0,DirectBank,17:36:00,,45.0
11201,44,Male,Salaried,32000.0,186000.0,20.0,452.0,Yes,561.0,34000.0,DirectBank,13:24:00,,48.0
11203,22,Female,Salaried,35000.0,694000.0,18.0,766.0,No,,,DirectOnline,19:49:00,Android,47.0
11204,39,Female,Business,18000.0,409000.0,33.0,332.0,No,,,PaidAd,01:27:00,Android,50.0
11210,59,Female,Self Employed,29000.0,88000.0,31.0,641.0,No,,,Agent,10:07:00,,42.0
11214,57,Male,Salaried,10000.0,409000.0,28.0,302.0,Yes,528.0,14000.0,DirectBank,17:27:00,,49.0
11216,25,Female,Self Employed,51000.0,556000.0,26.0,413.0,No,,,Agent,11:02:00,,45.0
11218,62,Male,Self Employed,48000.0,136000.0,26.0,336.0,No,,,DirectBank,16:36:00,,44.0
11220,50,Female,Self Employed,19000.0,171000.0,15.0,440.0,No,,,DirectBank,12:17:00,,47.0
11222,35,Male,Self Employed,68000.0,487000.0,23.0,504.0,No,,,DirectOnline,09:12:00,Android,50.0
11224,20,Male,Salaried,65000.0,474000.0,33.0,501.0,No,,,DirectOnline,15:11:00,Android,39.0
11230,21,Male,Business,15000.0,137000.0,19.0,664.0,No,,,DirectBank,13:36:00,,45.0
11235,52,Male,Business,58000.0,115000.0,18.0,,Yes,604.0,54000.0,DirectBank,13:18:00,,49.0
11237,47,Female,Business,16000.0,198000.0,24.0,688.0,Yes,580.0,15000.0,DirectBank,09:51:00,,50.0
11238,61,Female,Self Employed,58000.0,62000.0,16.0,548.0,No,,,DirectBank,15:40:00,,43.0
11239,56,Male,Salaried,52000.0,669000.0,35.0,576.0,Yes,607.0,43000.0,DirectOnline,21:48:00,Android,49.0
11240,56,Male,Professional,85000.0,101000.0,22.0,669.0,No,,,DirectBank,14:47:00,,45.0
11246,28,Female,Self Employed,28000.0,151000.0,34.0,867.0,No,,,PaidAd,14:38:00,Android,42.0
11247,25,Female,Business,14000.0,45000.0,26.0,645.0,No,,,DirectBank,12:32:00,,49.0
11249,48,Male,Salaried,16000.0,87000.0,23.0,572.0,Yes,588.0,11000.0,DirectBank,17:23:00,,39.0
11251,30,Female,Self Employed,18000.0,126000.0,24.0,648.0,No,,,PaidAd,18:37:00,Android,48.0
11252,31,Male,Salaried,46000.0,428000.0,34.0,764.0,Yes,643.0,16000.0,DirectBank,12:20:00,,34.0
