ApplicationNumber,Age,Gender,IncomeSource,Income,Loan,LoanTerm,CIBIL,CoAppStatus,CoAppCIBIL,CoAppIncome,ApplicationThrough,ApplicationTime,MobileOS,Score
10743,40,Male,Self Employed,14000.0,970000.0,28.0,651.0,Yes,750.0,54000.0,DirectOnline,11:52:00,Android,61.0
10744,41,Female,Professional,41000.0,131000.0,30.0,672.0,Yes,368.0,26000.0,DirectOnline,17:41:00,Android,54.0
10745,56,Male,Business,17000.0,352000.0,26.0,854.0,Yes,,7000.0,DirectBank,13:01:00,,44.0
10746,38,Male,Self Employed,54000.0,58000.0,34.0,654.0,No,,,DirectOnline,02:15:00,Android,60.0
10747,55,Female,Self Employed,7000.0,83000.0,31.0,660.0,Yes,394.0,42000.0,DirectBank,13:50:00,,61.0
10748,56,Male,Self Employed,67000.0,71000.0,24.0,622.0,Yes,,24000.0,DirectBank,16:26:00,,45.0
10749,57,Male,Professional,25000.0,386000.0,27.0,554.0,Yes,302.0,37000.0,DirectOnline,13:20:00,iOS,61.0
10750,50,Male,Business,25000.0,48000.0,27.0,536.0,Yes,591.0,22000.0,DirectBank,12:50:00,,49.0
10751,24,Male,Self Employed,53000.0,233000.0,15.0,690.0,Yes,418.0,35000.0,PaidAd,11:26:00,Android,50.0
10752,62,Female,Business,52000.0,160000.0,28.0,375.0,Yes,474.0,98000.0,Agent,16:56:00,,50.0
10753,56,Female,Self Employed,50000.0,68000.0,32.0,361.0,Yes,357.0,39000.0,DirectBank,15:32:00,,43.0
10754,53,Male,Salaried,48000.0,491000.0,18.0,737.0,Yes,423.0,5000.0,DirectBank,15:40:00,,46.0
10755,52,Male,Professional,15000.0,132000.0,15.0,529.0,Yes,860.0,37000.0,PaidAd,10:52:00,Android,48.0
10756,46,Male,Business,21000.0,45000.0,33.0,739.0,Yes,528.0,14000.0,DirectOnline,11:21:00,Android,47.0
10757,65,Female,Salaried,20000.0,664000.0,29.0,547.0,Yes,850.0,14000.0,DirectBank,16:48:00,,48.0
10758,61,Male,Self Employed,40000.0,807000.0,26.0,612.0,No,,,DirectBank,12:03:00,,60.0
10759,30,Female,Professional,11000.0,152000.0,35.0,390.0,Yes,861.0,26000.0,DirectOnline,14:37:00,Android,67.0
10760,33,Male,Self Employed,37000.0,417000.0,31.0,523.0,Yes,384.0,26000.0,DirectBank,17:12:00,,49.0
10761,26,Female,Self Employed,7000.0,398000.0,25.0,,Yes,472.0,27000.0,Agent,09:22:00,,60.0
10762,52,Male,Salaried,49000.0,334000.0,25.0,356.0,No,,,DirectBank,12:41:00,,50.0
10763,24,Female,Self Employed,9000.0,550000.0,23.0,498.0,Yes,339.0,18000.0,PaidAd,20:50:00,Android,67.0
10764,38,Female,Salaried,15000.0,147000.0,33.0,559.0,Yes,699.0,9000.0,PaidAd,14:57:00,Android,51.0
10765,64,Male,Business,11000.0,266000.0,23.0,740.0,Yes,612.0,81000.0,PaidAd,08:58:00,Android,53.0
10766,20,Male,Self Employed,43000.0,398000.0,23.0,542.0,No,,,DirectOnline,14:40:00,Android,50.0
10767,34,Female,Self Employed,54000.0,443000.0,28.0,672.0,No,,,PaidAd,21:35:00,Android,56.0
10768,27,Female,Business,32000.0,213000.0,15.0,797.0,Yes,488.0,8000.0,DirectBank,09:31:00,,38.0
10769,61,Male,Self Employed,7000.0,148000.0,33.0,656.0,No,,,DirectBank,11:53:00,,58.0
10770,44,Female,Self Employed,18000.0,86000.0,19.0,604.0,Yes,678.0,91000.0,DirectBank,17:18:00,,51.0
10771,59,Male,Professional,14000.0,111000.0,13.0,660.0,Yes,680.0,17000.0,DirectBank,15:08:00,,59.0
10772,51,Male,Self Employed,20000.0,200000.0,22.0,558.0,Yes,512.0,53000.0,DirectOnline,04:49:00,Android,62.0
10773,44,Male,Self Employed,23000.0,304000.0,33.0,589.0,No,,,PaidAd,13:25:00,Android,57.0
10774,30,Female,Business,8000.0,181000.0,35.0,792.0,No,,,DirectBank,16:39:00,,37.0
10775,28,Male,Professional,55000.0,394000.0,20.0,315.0,Yes,615.0,21000.0,Agent,09:05:00,,43.0
10776,44,Male,Self Employed,39000.0,86000.0,25.0,520.0,No,,,DirectBank,14:05:00,,49.0
10777,65,Female,Self Employed,49000.0,75000.0,33.0,636.0,Yes,689.0,9000.0,DirectOnline,18:49:00,Android,60.0
10778,39,Female,Self Employed,54000.0,87000.0,19.0,648.0,No,,,DirectOnline,12:04:00,Android,49.0
10779,59,Female,Self Employed,37000.0,64000.0,21.0,655.0,Yes,418.0,43000.0,DirectBank,10:41:00,,39.0
10780,57,Male,Self Employed,14000.0,975000.0,30.0,630.0,Yes,612.0,14000.0,DirectOnline,11:15:00,Android,70.0
10781,26,Male,Self Employed,23000.0,488000.0,23.0,633.0,Yes,571.0,11000.0,DirectOnline,16:12:00,Android,53.0
10782,58,Female,Business,42000.0,114000.0,21.0,424.0,Yes,621.0,88000.0,DirectOnline,10:39:00,Android,55.0
10783,27,Male,Professional,39000.0,455000.0,26.0,,Yes,646.0,21000.0,DirectBank,14:54:00,,59.0
10784,31,Male,Self Employed,7000.0,217000.0,18.0,608.0,Yes,,92000.0,PaidAd,21:41:00,Android,64.0
10785,64,Male,Self Employed,28000.0,480000.0,35.0,,No,,,DirectOnline,09:13:00,Android,72.0
10786,32,Female,Self Employed,26000.0,328000.0,30.0,833.0,Yes,635.0,50000.0,DirectBank,09:28:00,,42.0
10787,37,Female,Self Employed,6000.0,356000.0,22.0,386.0,Yes,582.0,58000.0,DirectBank,10:55:00,,52.0
10788,57,Female,Self Employed,48000.0,488000.0,30.0,,No,,,DirectBank,14:10:00,,51.0
10789,56,Male,Self Employed,6000.0,605000.0,25.0,876.0,No,,,DirectBank,16:59:00,,61.0
10790,22,Male,Salaried,25000.0,332000.0,25.0,860.0,No,,,DirectBank,16:02:00,,47.0
10791,52,Male,Salaried,48000.0,161000.0,29.0,427.0,Yes,721.0,36000.0,DirectBank,09:41:00,,44.0
10792,56,Male,Business,44000.0,480000.0,26.0,373.0,No,,,DirectBank,09:29:00,,50.0
10793,27,Female,Salaried,43000.0,420000.0,25.0,488.0,No,,,PaidAd,15:42:00,Android,47.0
10794,48,Male,Salaried,29000.0,237000.0,32.0,751.0,Yes,642.0,25000.0,Agent,12:26:00,,38.0
10795,30,Female,Self Employed,67000.0,198000.0,12.0,597.0,Yes,310.0,32000.0,DirectOnline,16:37:00,iOS,50.0
10796,47,Female,Business,7000.0,486000.0,28.0,524.0,Yes,680.0,65000.0,DirectOnline,12:23:00,Android,61.0
10797,36,Female,Business,37000.0,416000.0,20.0,451.0,Yes,561.0,14000.0,DirectBank,09:03:00,,50.0
10798,62,Male,Self Employed,27000.0,203000.0,34.0,730.0,No,,,DirectBank,15:32:00,,42.0
10799,44,Female,Self Employed,12000.0,312000.0,34.0,,No,,,DirectBank,15:56:00,,57.0
10800,65,Male,Salaried,8000.0,124000.0,28.0,501.0,No,,,DirectBank,11:42:00,,54.0
10801,44,Male,Business,64000.0,118000.0,16.0,787.0,No,,,DirectBank,14:14:00,,35.0
10802,26,Male,Self Employed,55000.0,190000.0,30.0,325.0,Yes,436.0,40000.0,DirectBank,15:20:00,,55.0
10803,62,Male,Professional,15000.0,472000.0,26.0,,No,,,DirectOnline,21:11:00,Android,61.0
10804,30,Male,Self Employed,16000.0,309000.0,23.0,353.0,No,,,DirectBank,13:01:00,,63.0
10805,45,Male,Self Employed,75000.0,149000.0,21.0,327.0,Yes,852.0,17000.0,Agent,10:05:00,,41.0
10806,21,Male,Business,10000.0,87000.0,27.0,583.0,Yes,855.0,21000.0,DirectBank,16:33:00,,42.0
10807,62,Male,Salaried,52000.0,42000.0,32.0,741.0,Yes,615.0,45000.0,DirectOnline,15:51:00,Android,46.0
10808,37,Female,Self Employed,44000.0,123000.0,14.0,566.0,Yes,821.0,34000.0,DirectOnline,20:49:00,Android,51.0
10809,59,Female,Business,53000.0,462000.0,34.0,564.0,Yes,655.0,31000.0,DirectOnline,13:12:00,iOS,51.0
10810,37,Female,Self Employed,24000.0,79000.0,23.0,451.0,Yes,630.0,12000.0,PaidAd,06:20:00,Android,53.0
10811,53,Male,Professional,33000.0,165000.0,26.0,371.0,No,,,DirectBank,10:11:00,,52.0
10812,28,Male,Self Employed,46000.0,193000.0,20.0,568.0,Yes,652.0,24000.0,PaidAd,11:03:00,Android,48.0
10813,49,Male,Salaried,59000.0,458000.0,26.0,853.0,Yes,561.0,81000.0,DirectBank,17:20:00,,35.0
10814,53,Female,Self Employed,40000.0,299000.0,26.0,440.0,Yes,415.0,22000.0,DirectOnline,10:46:00,Android,59.0
10815,21,Female,Self Employed,9000.0,814000.0,18.0,,No,,,DirectBank,11:33:00,,64.0
10816,45,Female,Self Employed,14000.0,388000.0,30.0,637.0,No,,,DirectBank,11:14:00,,47.0
10817,55,Male,Self Employed,7000.0,718000.0,19.0,677.0,Yes,517.0,55000.0,DirectBank,09:05:00,,54.0
10818,20,Male,Self Employed,16000.0,112000.0,19.0,537.0,No,,,PaidAd,10:46:00,Android,65.0
10819,21,Female,Self Employed,26000.0,47000.0,17.0,,No,,,DirectBank,12:13:00,,41.0
10820,28,Female,Business,35000.0,224000.0,35.0,549.0,No,,,DirectBank,15:43:00,,41.0
10821,46,Male,Self Employed,23000.0,96000.0,28.0,,Yes,548.0,13000.0,DirectOnline,11:16:00,iOS,45.0
10822,25,Female,Self Employed,10000.0,385000.0,18.0,385.0,Yes,490.0,36000.0,DirectBank,14:51:00,,47.0
10823,62,Female,Business,50000.0,486000.0,30.0,617.0,Yes,630.0,19000.0,PaidAd,20:00:00,iOS,42.0
10824,49,Female,Professional,14000.0,647000.0,31.0,574.0,Yes,531.0,10000.0,DirectBank,14:06:00,,54.0
10825,59,Male,Self Employed,36000.0,258000.0,20.0,490.0,Yes,469.0,30000.0,DirectBank,14:12:00,,51.0
10826,30,Female,Self Employed,9000.0,137000.0,13.0,803.0,No,,,Agent,16:43:00,,39.0
10827,63,Male,Self Employed,41000.0,262000.0,24.0,563.0,No,,,DirectBank,12:36:00,,55.0
10828,32,Male,Professional,11000.0,264000.0,35.0,,Yes,523.0,8000.0,DirectOnline,11:09:00,Android,58.0
10829,27,Female,Salaried,9000.0,358000.0,22.0,438.0,No,,,DirectOnline,18:34:00,Android,64.0
10830,39,Male,Professional,19000.0,267000.0,29.0,342.0,Yes,546.0,23000.0,DirectBank,12:10:00,,61.0
10831,40,Male,Salaried,51000.0,164000.0,32.0,367.0,Yes,392.0,9000.0,DirectOnline,16:15:00,Android,46.0
10832,51,Female,Professional,10000.0,203000.0,14.0,685.0,Yes,639.0,13000.0,DirectBank,09:06:00,,61.0
10833,44,Male,Professional,96000.0,143000.0,22.0,741.0,Yes,557.0,45000.0,DirectOnline,19:52:00,Android,42.0
10834,34,Male,Professional,7000.0,119000.0,15.0,691.0,Yes,531.0,84000.0,DirectBank,09:24:00,,51.0
10835,47,Male,Salaried,25000.0,382000.0,28.0,521.0,No,,,PaidAd,12:55:00,Android,45.0
10836,53,Male,Business,48000.0,156000.0,14.0,582.0,No,,,DirectOnline,12:12:00,Android,53.0
10837,60,Female,Self Employed,58000.0,318000.0,18.0,681.0,Yes,496.0,14000.0,DirectBank,12:34:00,,52.0
10838,50,Male,Self Employed,24000.0,434000.0,35.0,448.0,Yes,729.0,9000.0,DirectBank,15:47:00,,47.0
10839,35,Male,Self Employed,15000.0,140000.0,29.0,570.0,Yes,671.0,31000.0,DirectBank,16:45:00,,48.0
10840,30,Male,Self Employed,48000.0,122000.0,13.0,,No,,,DirectOnline,13:31:00,Android,57.0
10841,59,Female,Self Employed,14000.0,202000.0,15.0,,Yes,335.0,39000.0,DirectBank,11:39:00,,55.0
10842,32,Female,Self Employed,20000.0,69000.0,33.0,684.0,No,,,PaidAd,18:47:00,Android,60.0
10843,33,Female,Professional,19000.0,413000.0,29.0,416.0,No,,,DirectBank,14:15:00,,57.0
10844,24,Female,Self Employed,78000.0,442000.0,34.0,414.0,Yes,745.0,21000.0,PaidAd,19:48:00,Android,41.0
10845,48,Male,Self Employed,15000.0,247000.0,21.0,506.0,No,,,DirectOnline,18:17:00,Android,64.0
10846,54,Female,Self Employed,57000.0,448000.0,21.0,311.0,Yes,684.0,7000.0,DirectOnline,10:53:00,Android,66.0
10847,42,Female,Business,16000.0,463000.0,29.0,363.0,Yes,638.0,13000.0,DirectBank,09:11:00,,56.0
10848,48,Male,Self Employed,35000.0,456000.0,30.0,441.0,No,,,DirectOnline,12:44:00,Android,55.0
10849,25,Male,Salaried,31000.0,186000.0,16.0,631.0,No,,,DirectOnline,10:38:00,Android,55.0
10850,60,Male,Self Employed,47000.0,271000.0,26.0,311.0,Yes,601.0,13000.0,DirectBank,09:19:00,,53.0
10851,49,Male,Salaried,46000.0,63000.0,29.0,509.0,Yes,615.0,20000.0,Agent,15:43:00,,45.0
10852,50,Male,Self Employed,23000.0,350000.0,33.0,301.0,Yes,414.0,14000.0,PaidAd,13:21:00,Android,62.0
10853,22,Female,Business,6000.0,82000.0,12.0,580.0,No,,,DirectOnline,21:32:00,Android,54.0
10854,37,Male,Salaried,15000.0,127000.0,18.0,421.0,No,,,DirectBank,09:33:00,,42.0
10855,26,Male,Professional,27000.0,494000.0,20.0,347.0,No,,,DirectBank,09:52:00,,55.0
10856,63,Male,Self Employed,46000.0,382000.0,29.0,402.0,Yes,,39000.0,DirectOnline,17:52:00,Android,58.0
10857,65,Male,Self Employed,49000.0,48000.0,28.0,655.0,No,,,DirectBank,17:03:00,,54.0
10858,31,Others,Salaried,30000.0,822000.0,18.0,593.0,No,,,Agent,15:02:00,,56.0
10859,27,Female,Self Employed,20000.0,66000.0,28.0,632.0,Yes,378.0,14000.0,DirectBank,17:10:00,,46.0
10860,42,Male,Self Employed,37000.0,266000.0,26.0,508.0,No,,,DirectOnline,13:59:00,Android,45.0
10861,24,Male,Salaried,18000.0,212000.0,28.0,741.0,No,,,DirectBank,14:02:00,,46.0
10862,64,Female,Business,26000.0,183000.0,34.0,622.0,Yes,607.0,13000.0,DirectBank,15:59:00,,65.0
10863,20,Male,Self Employed,11000.0,192000.0,33.0,651.0,Yes,607.0,22000.0,DirectOnline,13:04:00,Android,67.0
10864,39,Female,Salaried,46000.0,105000.0,23.0,651.0,No,,,DirectOnline,16:47:00,Android,39.0
10865,56,Male,Business,53000.0,70000.0,34.0,362.0,Yes,402.0,13000.0,DirectBank,16:40:00,,46.0
10866,55,Male,Self Employed,42000.0,104000.0,13.0,641.0,Yes,569.0,15000.0,DirectOnline,00:02:00,Android,57.0
10867,40,Female,Business,19000.0,182000.0,22.0,396.0,No,,,DirectBank,13:54:00,,59.0
10868,24,Female,Self Employed,52000.0,587000.0,30.0,722.0,No,,,DirectOnline,13:52:00,Android,48.0
10869,35,Male,Salaried,77000.0,552000.0,27.0,343.0,Yes,555.0,9000.0,Agent,09:35:00,,39.0
10870,60,Male,Self Employed,24000.0,148000.0,20.0,571.0,Yes,,14000.0,DirectOnline,12:42:00,Android,62.0
10871,61,Male,Salaried,15000.0,361000.0,19.0,435.0,No,,,DirectBank,12:05:00,,50.0
10872,56,Female,Business,24000.0,259000.0,18.0,479.0,No,,,DirectBank,14:06:00,,51.0
10873,22,Female,Self Employed,46000.0,315000.0,29.0,655.0,Yes,663.0,39000.0,DirectBank,13:18:00,,46.0
10874,45,Male,Professional,25000.0,120000.0,13.0,675.0,No,,,DirectOnline,16:08:00,Android,52.0
10875,42,Male,Business,15000.0,155000.0,29.0,890.0,No,,,PaidAd,12:40:00,Android,54.0
10876,38,Female,Self Employed,59000.0,129000.0,28.0,552.0,Yes,612.0,11000.0,DirectBank,10:59:00,,43.0
10877,39,Female,Business,69000.0,370000.0,20.0,,Yes,481.0,15000.0,DirectBank,10:53:00,,41.0
10878,47,Female,Business,18000.0,335000.0,30.0,643.0,No,,,DirectBank,11:18:00,,49.0
10879,33,Female,Self Employed,12000.0,194000.0,23.0,658.0,No,,,DirectBank,14:40:00,,61.0
10880,41,Male,Self Employed,39000.0,292000.0,22.0,698.0,No,,,DirectBank,12:35:00,,56.0
10881,33,Female,Self Employed,29000.0,319000.0,34.0,515.0,Yes,640.0,83000.0,DirectBank,13:41:00,,55.0
10882,31,Male,Professional,20000.0,470000.0,18.0,654.0,Yes,533.0,14000.0,Agent,14:28:00,,55.0
10883,31,Male,Salaried,14000.0,149000.0,14.0,591.0,Yes,362.0,9000.0,PaidAd,13:59:00,Android,53.0
10884,33,Female,Self Employed,61000.0,795000.0,23.0,602.0,No,,,PaidAd,08:02:00,Android,55.0
10885,35,Male,Salaried,38000.0,161000.0,19.0,682.0,No,,,DirectBank,17:33:00,,33.0
10886,64,Male,Professional,51000.0,40000.0,34.0,694.0,No,,,DirectBank,17:17:00,,38.0
10887,24,Male,Professional,66000.0,225000.0,25.0,652.0,Yes,590.0,44000.0,DirectBank,10:43:00,,41.0
10888,61,Female,Self Employed,45000.0,709000.0,23.0,642.0,No,,,DirectBank,10:35:00,,58.0
10889,55,Female,Professional,59000.0,74000.0,35.0,561.0,Yes,697.0,21000.0,DirectOnline,21:32:00,Android,64.0
10890,46,Female,Self Employed,38000.0,87000.0,17.0,463.0,No,,,Agent,17:54:00,,41.0
10891,52,Male,Self Employed,41000.0,194000.0,31.0,524.0,Yes,300.0,8000.0,Agent,17:09:00,,47.0
10892,20,Female,Professional,85000.0,132000.0,30.0,,Yes,441.0,24000.0,DirectBank,12:58:00,,43.0
10893,37,Female,Self Employed,8000.0,111000.0,18.0,433.0,Yes,595.0,18000.0,DirectBank,13:20:00,,58.0
10894,23,Male,Salaried,74000.0,265000.0,18.0,469.0,No,,,DirectBank,12:26:00,,41.0
10895,60,Female,Self Employed,6000.0,46000.0,28.0,520.0,Yes,422.0,12000.0,DirectBank,09:56:00,,58.0
10896,65,Female,Self Employed,19000.0,84000.0,31.0,505.0,Yes,368.0,25000.0,DirectBank,16:12:00,,50.0
10897,37,Male,Professional,92000.0,459000.0,30.0,382.0,Yes,688.0,16000.0,DirectBank,17:47:00,,48.0
10898,23,Male,Salaried,42000.0,304000.0,35.0,426.0,No,,,PaidAd,00:31:00,Android,46.0
10899,45,Female,Business,89000.0,44000.0,21.0,305.0,No,,,DirectBank,11:10:00,,45.0
10900,30,Female,Self Employed,37000.0,273000.0,12.0,692.0,Yes,704.0,23000.0,PaidAd,15:56:00,Android,55.0
10901,59,Female,Self Employed,46000.0,164000.0,27.0,605.0,No,,,DirectOnline,08:40:00,Android,59.0
10902,53,Male,Self Employed,17000.0,145000.0,12.0,439.0,No,,,DirectBank,15:35:00,,58.0
10903,32,Male,Self Employed,11000.0,399000.0,35.0,838.0,No,,,DirectBank,17:55:00,,34.0
10904,55,Male,Professional,50000.0,246000.0,26.0,462.0,Yes,429.0,9000.0,DirectBank,12:56:00,,64.0
10905,57,Male,Business,17000.0,126000.0,30.0,437.0,No,,,DirectOnline,17:23:00,Android,53.0
10906,41,Female,Salaried,45000.0,167000.0,32.0,483.0,No,,,DirectBank,10:46:00,,30.0
10907,27,Male,Salaried,30000.0,101000.0,26.0,686.0,Yes,739.0,5000.0,PaidAd,14:18:00,Android,49.0
10908,28,Female,Self Employed,30000.0,120000.0,19.0,367.0,Yes,680.0,38000.0,PaidAd,09:02:00,Android,48.0
10909,25,Female,Self Employed,48000.0,800000.0,20.0,511.0,Yes,859.0,43000.0,DirectBank,15:23:00,,53.0
10910,20,Male,Self Employed,29000.0,536000.0,33.0,624.0,Yes,624.0,96000.0,DirectBank,12:35:00,,60.0
10911,60,Male,Self Employed,6000.0,946000.0,34.0,634.0,No,,,DirectBank,09:23:00,,60.0
10912,54,Female,Self Employed,15000.0,435000.0,19.0,350.0,Yes,857.0,37000.0,DirectBank,13:40:00,,49.0
10913,26,Male,Self Employed,51000.0,470000.0,24.0,606.0,No,,,DirectBank,15:17:00,,52.0
10914,52,Male,Self Employed,14000.0,340000.0,33.0,522.0,Yes,691.0,87000.0,DirectBank,11:49:00,,53.0
10915,30,Male,Self Employed,12000.0,99000.0,29.0,,Yes,615.0,14000.0,DirectBank,17:30:00,,62.0
10916,64,Male,Professional,8000.0,474000.0,28.0,633.0,Yes,448.0,12000.0,DirectBank,14:29:00,,60.0
10917,38,Male,Salaried,15000.0,317000.0,34.0,585.0,No,,,DirectBank,17:01:00,,52.0
10918,59,Female,Self Employed,7000.0,256000.0,27.0,641.0,Yes,359.0,34000.0,DirectBank,15:14:00,,67.0
10919,48,Male,Self Employed,19000.0,932000.0,32.0,318.0,No,,,DirectOnline,16:59:00,Android,61.0
10920,58,Male,Self Employed,15000.0,260000.0,17.0,592.0,Yes,519.0,5000.0,PaidAd,23:51:00,Android,61.0
10921,35,Male,Professional,13000.0,321000.0,18.0,,Yes,,43000.0,DirectBank,16:40:00,,57.0
10922,36,Male,Salaried,44000.0,367000.0,34.0,430.0,Yes,433.0,59000.0,DirectOnline,17:46:00,Android,62.0
10923,62,Male,Professional,6000.0,55000.0,15.0,610.0,Yes,,91000.0,PaidAd,09:12:00,Android,60.0
10924,39,Female,Self Employed,55000.0,55000.0,27.0,651.0,Yes,567.0,54000.0,DirectOnline,16:46:00,Android,55.0
10925,23,Male,Salaried,31000.0,277000.0,31.0,523.0,Yes,471.0,23000.0,DirectBank,12:08:00,,47.0
10926,36,Female,Self Employed,59000.0,182000.0,24.0,359.0,Yes,394.0,19000.0,DirectBank,09:21:00,,48.0
10927,50,Male,Professional,54000.0,215000.0,23.0,484.0,Yes,521.0,26000.0,PaidAd,14:22:00,Android,55.0
10928,28,Male,Self Employed,50000.0,264000.0,14.0,763.0,Yes,744.0,9000.0,PaidAd,10:44:00,Android,37.0
10929,59,Female,Salaried,5000.0,290000.0,15.0,387.0,Yes,590.0,22000.0,DirectBank,13:31:00,,52.0
10930,47,Male,Salaried,16000.0,63000.0,16.0,550.0,No,,,DirectOnline,19:36:00,iOS,41.0
10931,58,Male,Self Employed,55000.0,411000.0,23.0,449.0,Yes,697.0,47000.0,Agent,10:14:00,,71.0
10932,60,Female,Business,46000.0,141000.0,19.0,845.0,No,,,PaidAd,03:30:00,Android,48.0
10933,46,Female,Business,36000.0,878000.0,33.0,324.0,No,,,DirectBank,17:34:00,,56.0
10934,36,Male,Business,15000.0,489000.0,33.0,672.0,Yes,669.0,6000.0,DirectBank,13:37:00,,48.0
10935,47,Female,Self Employed,95000.0,319000.0,19.0,824.0,Yes,646.0,41000.0,PaidAd,19:22:00,Android,46.0
10936,23,Male,Self Employed,28000.0,88000.0,26.0,664.0,No,,,DirectBank,16:41:00,,46.0
10937,46,Male,Salaried,54000.0,185000.0,34.0,694.0,No,,,DirectOnline,13:01:00,Android,46.0
10938,50,Male,Salaried,19000.0,241000.0,13.0,486.0,Yes,690.0,43000.0,Agent,16:19:00,,48.0
10939,36,Female,Self Employed,16000.0,281000.0,15.0,624.0,Yes,355.0,16000.0,DirectBank,17:31:00,,49.0
10940,22,Female,Self Employed,36000.0,430000.0,25.0,752.0,No,,,DirectBank,13:42:00,,50.0
10941,22,Female,Business,34000.0,160000.0,23.0,428.0,Yes,364.0,9000.0,DirectBank,14:53:00,,50.0
10942,63,Female,Self Employed,19000.0,322000.0,22.0,382.0,Yes,624.0,18000.0,DirectBank,17:44:00,,65.0
10943,60,Male,Self Employed,30000.0,185000.0,35.0,345.0,No,,,DirectBank,14:01:00,,54.0
10944,60,Male,Self Employed,29000.0,123000.0,32.0,535.0,No,,,DirectOnline,09:45:00,Android,48.0
10945,22,Male,Self Employed,78000.0,236000.0,19.0,480.0,No,,,DirectBank,13:27:00,,42.0
10946,30,Female,Self Employed,19000.0,41000.0,33.0,396.0,Yes,708.0,26000.0,DirectBank,12:44:00,,50.0
10947,37,Female,Self Employed,5000.0,428000.0,30.0,504.0,No,,,PaidAd,21:30:00,iOS,54.0
10948,25,Male,Business,94000.0,446000.0,32.0,573.0,Yes,,95000.0,DirectOnline,02:45:00,Android,47.0
10949,64,Male,Self Employed,19000.0,294000.0,22.0,607.0,Yes,521.0,22000.0,DirectBank,13:47:00,,63.0
10950,50,Male,Self Employed,33000.0,322000.0,34.0,358.0,Yes,536.0,10000.0,DirectBank,12:26:00,,48.0
10951,54,Male,Self Employed,66000.0,587000.0,29.0,,Yes,535.0,18000.0,PaidAd,16:16:00,Android,58.0
10952,57,Male,Salaried,9000.0,105000.0,24.0,602.0,Yes,536.0,10000.0,DirectBank,15:54:00,,59.0
10953,53,Female,Business,24000.0,95000.0,12.0,494.0,Yes,429.0,95000.0,DirectBank,15:19:00,,48.0
10954,52,Female,Self Employed,13000.0,707000.0,26.0,616.0,Yes,368.0,17000.0,DirectBank,13:18:00,,60.0
10955,45,Male,Self Employed,21000.0,311000.0,32.0,625.0,Yes,628.0,58000.0,DirectOnline,01:38:00,Android,61.0
10956,56,Male,Professional,12000.0,464000.0,23.0,694.0,No,,,DirectOnline,20:22:00,Android,57.0
10957,27,Male,Salaried,98000.0,300000.0,22.0,649.0,Yes,668.0,44000.0,DirectOnline,05:41:00,Android,42.0
10958,49,Female,Self Employed,56000.0,233000.0,12.0,463.0,Yes,684.0,31000.0,PaidAd,19:58:00,Android,53.0
10959,37,Female,Self Employed,16000.0,481000.0,30.0,638.0,No,,,DirectBank,09:43:00,,51.0
10960,54,Male,Salaried,17000.0,240000.0,28.0,820.0,Yes,590.0,12000.0,DirectOnline,17:19:00,Android,54.0
10961,20,Male,Professional,19000.0,251000.0,27.0,553.0,No,,,DirectBank,17:34:00,,52.0
10962,60,Female,Salaried,42000.0,157000.0,23.0,621.0,No,,,DirectOnline,17:05:00,Android,51.0
10963,64,Male,Self Employed,15000.0,412000.0,24.0,573.0,Yes,,92000.0,DirectBank,10:38:00,,58.0
10964,65,Male,Self Employed,7000.0,348000.0,25.0,657.0,Yes,553.0,15000.0,DirectBank,17:14:00,,58.0
10965,24,Male,Salaried,48000.0,176000.0,35.0,,Yes,611.0,42000.0,DirectBank,17:16:00,,39.0
10966,33,Male,Professional,10000.0,91000.0,23.0,319.0,No,,,DirectBank,11:32:00,,64.0
10967,53,Female,Professional,20000.0,508000.0,22.0,653.0,No,,,DirectBank,17:11:00,,57.0
10968,56,Male,Professional,32000.0,382000.0,19.0,614.0,Yes,638.0,45000.0,DirectBank,12:03:00,,52.0
10969,48,Female,Self Employed,7000.0,361000.0,20.0,632.0,Yes,566.0,5000.0,DirectBank,10:54:00,,60.0
10970,32,Female,Self Employed,25000.0,183000.0,34.0,510.0,Yes,720.0,57000.0,DirectOnline,18:11:00,Android,53.0
10971,31,Male,Salaried,17000.0,626000.0,21.0,395.0,Yes,524.0,11000.0,DirectBank,09:18:00,,58.0
10972,57,Male,Professional,12000.0,335000.0,22.0,478.0,Yes,,11000.0,DirectBank,16:59:00,,57.0
10973,28,Male,Professional,47000.0,150000.0,32.0,493.0,Yes,610.0,14000.0,DirectBank,16:25:00,,55.0
10974,26,Male,Self Employed,10000.0,360000.0,28.0,576.0,Yes,784.0,10000.0,DirectBank,11:37:00,,62.0
10975,41,Male,Professional,30000.0,224000.0,17.0,804.0,No,,,DirectBank,09:45:00,,42.0
10976,24,Female,Professional,39000.0,87000.0,28.0,594.0,Yes,524.0,18000.0,PaidAd,20:57:00,Android,58.0
10977,35,Female,Self Employed,7000.0,83000.0,22.0,534.0,Yes,427.0,54000.0,DirectBank,15:54:00,,60.0
10978,43,Female,Business,53000.0,475000.0,34.0,794.0,Yes,653.0,6000.0,DirectBank,16:30:00,,40.0
10979,24,Female,Self Employed,37000.0,126000.0,14.0,590.0,Yes,500.0,14000.0,DirectBank,10:18:00,,46.0
10980,60,Female,Self Employed,38000.0,793000.0,25.0,571.0,No,,,PaidAd,03:12:00,Android,67.0
